artifact_id,subspace_target,subspace_theory,target_variable,scoring_theory,pair_split,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75,row_set_sha256
das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,outcome_history,outcome_history,mech_task_holdout,0.8711988375524424,0.8411899632246289,0.8420993130814411,-0.017092045596950198,0.2550145727703806,0.7777777777777778,18,0.1,12,0.6666666666666666,0.9604436230820601,0.906467663168399,0.9982980957732462,6b93e1e1c0f52e231530074aa9e596037258b9f343d6a82f8f1c60f2255b79e2
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,action_history,dual_history,mech_pair_test,-0.9809473191816684,0.22263618519919226,0.2207038015445619,0.12301426087315658,0.3248083346939414,0.4166666666666667,24,0.1,12,0.5,-0.03327913794945364,-1.2512668370000786,5.130629843197454e-08,f75f2d363917a0b6c9c19af9c4cc4b43d23cc7d32a88856a0975e4c07989fc78
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,action_history,dual_history,mech_task_holdout,-1.5325463566546706,-0.345440107949644,-0.3634485084722035,0.09990165589372833,0.31389817035767,0.3888888888888889,18,0.1,12,0.6666666666666666,1.1361204199644703e-07,-3.3213313917236107,0.6651408865320623,ca2fa703aadb36dfd01ddb87ac60fdbc20224d742b0c0671a8a81a792a2e6354
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,action_history,latent_context,mech_pair_test,,,0.0,0.10937500000000004,0.2460627460628691,0.3333333333333333,24,0.1,0,0.0,,,,f75f2d363917a0b6c9c19af9c4cc4b43d23cc7d32a88856a0975e4c07989fc78
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,action_history,latent_context,mech_task_holdout,,,0.0,0.07638888888888888,0.2104063528825433,0.2222222222222222,18,0.1,0,0.0,,,,ca2fa703aadb36dfd01ddb87ac60fdbc20224d742b0c0671a8a81a792a2e6354
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,action_history,outcome_history,mech_pair_test,,,0.0,0.10937500000000004,0.2460627460628691,0.3333333333333333,24,0.1,0,0.0,,,,f75f2d363917a0b6c9c19af9c4cc4b43d23cc7d32a88856a0975e4c07989fc78
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,action_history,outcome_history,mech_task_holdout,,,0.0,0.07638888888888888,0.2104063528825433,0.2222222222222222,18,0.1,0,0.0,,,,ca2fa703aadb36dfd01ddb87ac60fdbc20224d742b0c0671a8a81a792a2e6354
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,contextual_outcome_history,dual_history,mech_pair_test,,,0.0,0.04861111111111111,0.12842529172852035,0.4444444444444444,18,0.1,0,0.0,,,,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,contextual_outcome_history,dual_history,mech_task_holdout,0.21625037776771316,0.3403466810556955,0.1898261948401497,-0.017755564400403132,0.619857731953533,0.4444444444444444,18,0.1,12,0.6666666666666666,0.15982930811265228,-0.06780790667340278,0.5881234386175163,5d1e8a6aa7071284bd3588050ec5c960c35766543da57144d025192b9339b3c6
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,contextual_outcome_history,latent_context,mech_pair_test,0.0812732598824476,0.17192982712231547,0.08718786059399958,-0.04422329843172945,1.0450163381835509,0.3888888888888889,18,0.1,18,1.0,1.2683272265778811e-08,5.13954068193101e-09,0.2338437785151781,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,contextual_outcome_history,latent_context,mech_task_holdout,0.17503736637601164,0.3437979433818341,0.2971149391688987,-0.15197306015766085,0.7781901428366631,0.4444444444444444,18,0.1,18,1.0,2.992019371150789e-08,-0.2832958828566602,0.47776820616336446,5d1e8a6aa7071284bd3588050ec5c960c35766543da57144d025192b9339b3c6
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,contextual_outcome_history,outcome_history,mech_pair_test,,,0.0,0.04861111111111111,0.12842529172852035,0.4444444444444444,18,0.1,0,0.0,,,,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,contextual_outcome_history,outcome_history,mech_task_holdout,0.21523997277138907,0.3421150763241215,0.19028362706796437,-0.02028933967542522,0.6294678367478341,0.4444444444444444,18,0.1,12,0.6666666666666666,0.1584838984292828,-0.06657324685826296,0.5828980901806338,5d1e8a6aa7071284bd3588050ec5c960c35766543da57144d025192b9339b3c6
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,outcome_history,dual_history,mech_pair_test,0.2638024359691217,0.18168461243750408,0.1805249198101028,-0.008976895120034143,1.011536555967965,0.5833333333333334,24,0.1,24,1.0,0.23040317403225474,-0.0500094313815766,0.6575154869480102,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,outcome_history,dual_history,mech_task_holdout,0.16359508008094825,0.15728652775610874,0.08586631864441434,0.048354228047317746,0.6403414867110809,0.5,18,0.1,12,0.6666666666666666,0.22247126718416416,-0.29868097736618915,0.5881234386175158,6b93e1e1c0f52e231530074aa9e596037258b9f343d6a82f8f1c60f2255b79e2
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,outcome_history,latent_context,mech_pair_test,0.25304523818938596,0.17683499443827747,0.15383841836714812,0.012246229241301485,1.0781848699379866,0.5833333333333334,24,0.1,24,1.0,0.23708379854417977,-0.05074558937555715,0.6002670239698317,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,outcome_history,latent_context,mech_task_holdout,0.11970727665763448,0.04808681060413981,0.024337517159974464,0.08298831793766796,0.6866431724139499,0.4444444444444444,18,0.1,13,0.7222222222222222,1.0038851971927443e-08,-0.29657382417290346,0.634001912170586,6b93e1e1c0f52e231530074aa9e596037258b9f343d6a82f8f1c60f2255b79e2
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,outcome_history,outcome_history,mech_pair_test,0.2644154501153091,0.1813054834871401,0.18282050665269417,-0.010973984786340065,1.0074161080835315,0.5833333333333334,24,0.1,24,1.0,0.2314636364277448,-0.05032827123878622,0.6590987373108731,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a
das_001_outcome_history_dual_history_L28_r2__persistence_state,persistence_state,direct_persistence_control,outcome_history,outcome_history,mech_task_holdout,0.16415985088939933,0.15883603069117117,0.08647188571464295,0.046976453358482946,0.6496309711831841,0.5,18,0.1,12,0.6666666666666666,0.21919512637041683,-0.29402017249620604,0.5828980901806331,6b93e1e1c0f52e231530074aa9e596037258b9f343d6a82f8f1c60f2255b79e2
