artifact_id,target_variable,theory,global_cfr,global_cfr_ci_lower,correlation,correlation_ci_lower,random_p,random_correlation_p,random_rmse_p,passes_recovery,passes_random,passes_shuffled_source,passes_shuffled_target,passes_named_decision_controls,passes_unrelated_das_controls,vsi,vsi_ci_lower,vsi_ci_upper,passes_cross_variable_specificity,passes_level5a
das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,0.9301290076517662,0.9128865929224853,0.30208446578576115,-0.020459659711894344,0.001996007984031936,0.12574850299401197,0.001996007984031936,False,True,True,False,True,True,0.5059102563772487,0.3095467678087163,0.6535461854995138,True,False
das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,0.9682648384627148,0.9424940691509646,0.8564300106887597,0.7935329516314139,0.001996007984031936,0.001996007984031936,0.001996007984031936,True,True,True,False,True,False,0.40030064666260134,0.3604656163144903,0.4376044274113084,True,False
das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,0.9667386365148124,0.9337887249186148,0.8764929935909971,0.8246162328658593,0.001996007984031936,0.001996007984031936,0.001996007984031936,True,True,True,False,True,False,0.36304798926660975,0.3193136039375545,0.4053412852206801,True,False
