layer,direction,steering_mode,task_family,linear_slope,linear_intercept,dose_r2,monotonic_rho,mean_absolute_effect,task_sign_consistency
8,gradient,neural_norm,waiting,0.03125,0.008928571428571428,0.8802395209580839,0.9063269671749657,0.026785714285714284,
8,persistence,neural_norm,bandit,-0.005952380952380954,0.013392857142857142,0.14035087719298234,-0.36369648372665403,0.017857142857142856,
8,persistence,neural_norm,debugging,-0.0014880952380952393,0.015624999999999997,0.015873015873015817,-0.25896619868911863,0.015625,
8,persistence,neural_norm,effort,-0.00669642857142857,-0.015625,0.2410714285714286,-0.3368165348543039,0.015625,
8,persistence,neural_norm,foraging,-0.002976190476190476,0.006696428571428571,0.10256410256410242,-0.445435403187374,0.006696428571428571,
8,persistence,neural_norm,information_sampling,-0.005952380952380954,-0.031249999999999993,0.08465608465608454,-0.21821789023599242,0.03125,
8,persistence,neural_norm,solvability,0.004464285714285715,-0.004464285714285714,0.6000000000000001,0.7905694150420949,0.004464285714285714,
8,persistence,neural_norm,waiting,0.0029761904761904756,0.008928571428571428,0.04938271604938271,0.14969623771302396,0.013392857142857142,
30,action_orthogonal,computational_units,bandit,0.005208333333333333,0.011160714285714284,0.12373737373737348,0.46780074285319984,0.015625,
30,action_orthogonal,computational_units,debugging,0.022321428571428572,0.03794642857142857,0.39893617021276595,0.545544725589981,0.05133928571428571,
30,action_orthogonal,computational_units,effort,0.01785714285714286,-0.0022321428571428575,0.6575342465753424,0.8233293074216317,0.020089285714285716,
30,action_orthogonal,computational_units,foraging,-0.005208333333333335,0.017857142857142856,0.131720430107527,-0.2993924754260479,0.017857142857142856,
30,action_orthogonal,computational_units,information_sampling,2.1413891488088465e-18,-0.017857142857142856,-2.220446049250313e-16,0.0,0.017857142857142856,
30,action_orthogonal,computational_units,solvability,0.0007440476190476197,-0.011160714285714284,0.0032051282051283048,0.11013346473215288,0.015625,
30,action_orthogonal,computational_units,waiting,0.006696428571428572,0.004464285714285712,0.1436170212765958,0.38188130791298674,0.017857142857142856,
30,action_orthogonal,neural_norm,bandit,0.004464285714285714,0.015625,0.1428571428571429,0.05976143046671968,0.015625,
30,action_orthogonal,neural_norm,debugging,0.0052083333333333304,0.02901785714285714,0.131720430107527,0.19702760155977517,0.029017857142857144,
30,action_orthogonal,neural_norm,effort,-0.0014880952380952384,-0.008928571428571425,0.02564102564102544,-0.23904572186687872,0.008928571428571428,
30,action_orthogonal,neural_norm,foraging,-0.0014880952380952393,0.015625,0.023809523809523725,-0.09449111825230683,0.015625,
30,action_orthogonal,neural_norm,information_sampling,0.005208333333333335,-0.03125,0.11666666666666681,0.37062465833055064,0.03125,
