layer,random_index,linear_slope,linear_intercept,dose_r2,monotonic_rho,mean_absolute_effect
30,39,0.0012755102040816339,-0.007653061224489796,0.07500000000000018,0.25896619868911863,0.007653061224489795
30,40,0.0029761904761904778,-0.0025510204081632647,0.10208333333333341,-0.09356014857063998,0.007653061224489795
30,41,0.0004251700680272107,-0.0012755102040816323,0.008333333333333193,0.03984095364447979,0.003826530612244898
30,42,-0.00042517006802721125,0.008928571428571428,0.011904761904762085,-0.13363062095621223,0.008928571428571426
30,43,-0.0029761904761904756,0.0025510204081632647,0.2149122807017545,-0.3152441624956403,0.00510204081632653
30,44,0.002976190476190477,-0.0012755102040816328,0.4083333333333333,0.6772962119561564,0.003826530612244898
30,45,-0.003401360544217688,-6.556638444143087e-19,0.25396825396825384,-0.29880715233359845,0.00510204081632653
30,46,-0.0076530612244897975,0.0025510204081632655,0.574468085106383,-0.8365019125713042,0.01020408163265306
30,47,5.353472872022116e-19,-0.005102040816326529,1.1102230246251565e-16,0.11227217828476797,0.007653061224489796
30,48,-0.0017006802721088428,-0.0025510204081632647,0.04040404040404022,-0.28068044571191997,0.007653061224489796
30,49,0.0021258503401360537,-0.0038265306122448953,0.06127450980392157,0.38546712656253507,0.008928571428571426
30,50,-0.0025510204081632655,0.003826530612244897,0.23076923076923073,-0.26726124191242445,0.003826530612244898
30,51,0.005527210884353742,-6.556638444143087e-19,0.2874149659863946,0.5122717640554154,0.007653061224489796
30,52,-0.000850340136054422,-0.0012755102040816326,0.019607843137255054,-0.18898223650461365,0.0063775510204081625
30,53,0.002125850340136055,-0.0038265306122448966,0.10416666666666663,0.28068044571191997,0.0063775510204081625
30,54,0.008078231292517007,0.0012755102040816323,0.7916666666666667,0.9274260335029679,0.008928571428571428
30,55,0.0008503401360544217,0.003826530612244898,0.016666666666666496,0.18712029714127995,0.0063775510204081625
30,56,-0.005527210884353742,-0.0012755102040816317,0.27083333333333337,-0.592999453328881,0.008928571428571428
30,57,-0.0012755102040816328,6.556638444143087e-19,0.05357142857142849,-0.18898223650461365,0.00510204081632653
30,58,-0.003401360544217687,0.005102040816326529,0.1975308641975312,-0.46780074285319984,0.007653061224489795
30,59,-0.0008503401360544214,0.005102040816326529,0.02564102564102544,0.05976143046671968,0.00510204081632653
30,60,-0.0021258503401360546,-3.2783192220715434e-19,0.07440476190476186,-0.39295262399668796,0.007653061224489795
30,61,0.0021258503401360533,0.003826530612244897,0.06127450980392135,0.33040039419645867,0.008928571428571428
