model,theory,task,layer,rank,n_train,n_selection,controller_hash,split_hash,target_definition,model_materialization_sha256
Qwen/Qwen3.5-4B,dual_history,bandit,8,2,24,2,236ede1a3c257890fb3e19a2beacf51a4800278864ed848dbdb3b301dc26de8f,7065120938d0994e65bb1805c89edb119210495caa9f3c389f3eee9db9db3849,dual_history:outcome_history,23a5b8522561056f50a86b39d7bce206b0ff9404c60e6665a3414fed2a37d6e0
