job_index,contrast_family,random_index,control_role,abstraction,layer,rank,row_set_sha256,global_cfr,correlation,slope,intercept,rmse,sign_accuracy
2,same_history_contribution,-1,candidate_matched_subset,O,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-181.35993638804086,-0.18238430103502157,-2.472464174337546,-0.2499999999999999,0.34136164753140424,0.4
2,same_history_contribution,-1,candidate_matched_subset,O_star,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-0.27253102635966653,0.1490745908347602,0.11213373424944605,-0.19918175062435303,0.432415034055444,0.5
2,same_history_contribution,-1,candidate_matched_subset,H,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-902.379241417493,-0.2846652927737572,-6.77139183288579,-0.20008720257346096,0.35075144485576515,0.3
2,same_history_contribution,-1,candidate_matched_subset,E,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-990.3774577601176,0.17022001144001345,5.227884877944996,-0.24710021958027545,0.34987956842187984,0.4
2,same_history_contribution,0,random_subspace,O,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-11.758897888882277,-0.16666666666666347,-0.618116043584374,0.015625000000000253,0.0902935214315063,0.1
2,same_history_contribution,0,random_subspace,O_star,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,0.06754099943614866,0.4044865100774496,0.08323680726064486,0.034886128949062595,0.37015316539882576,0.3
2,same_history_contribution,0,random_subspace,H,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-46.272123788723455,-0.0828456971892494,-0.5391282569082619,0.025988288671676747,0.08023557558091804,0.2
2,same_history_contribution,0,random_subspace,E,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-46.18872482578473,0.16108114099309567,1.3534393827384408,0.016042400334999263,0.0763340285814603,0.3
2,same_history_contribution,1,random_subspace,O,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-10.302651921264275,-0.5570860145311602,-1.854348130753172,-0.015625000000000007,0.08498459057687036,0.0
2,same_history_contribution,1,random_subspace,O_star,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,0.00013640764742584022,0.15645611455743105,0.028896926988800004,0.01593212042658435,0.3832983700134919,0.2
2,same_history_contribution,1,random_subspace,H,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-32.73755646476037,0.11814452189546354,0.6900546319015257,0.011235044645114222,0.0677830688623688,0.2
2,same_history_contribution,1,random_subspace,E,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-31.26163718770657,0.5507400767229809,4.15325447471967,-0.014987888534865695,0.06311640638593596,0.3
2,same_history_contribution,2,random_subspace,O,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-18.627332503058422,-0.4677071733467358,-2.163406152545317,-0.00781249999999926,0.11199036234665287,0.1
2,same_history_contribution,2,random_subspace,O_star,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-0.10980322236305273,-0.012036143116214789,-0.0030891676452558265,0.02463309609424783,0.40382163767587914,0.3
2,same_history_contribution,2,random_subspace,H,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-65.09648987286563,0.1939535899875261,1.5742102047605886,0.022114278295994508,0.09487539860258828,0.4
2,same_history_contribution,2,random_subspace,E,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-66.9498585616047,0.4653355335153484,4.8764423293411125,-0.007274233137298151,0.09159955016632995,0.5
2,same_history_contribution,3,random_subspace,O,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-3.434217307088108,-0.666666666666674,-1.2362320871687849,-0.031250000000000056,0.05323024882043623,0.0
2,same_history_contribution,3,random_subspace,O_star,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,0.0444042592735131,0.18723154710570775,0.019264617992533394,-0.010211919715610428,0.37471725989974514,0.1
2,same_history_contribution,3,random_subspace,H,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-9.412183042071359,0.3777673015342068,1.229182888809726,-0.014753244026562414,0.03765609772941455,0.1
2,same_history_contribution,3,random_subspace,E,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-10.380566867910275,0.6664464110295014,2.7998150919811216,-0.03103028886986425,0.03748702793235698,0.1
2,same_history_contribution,4,random_subspace,O,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-8.324680581794246,-0.37139067635410994,-1.2362320871687908,-0.031250000000000146,0.07719105770415093,0.1
2,same_history_contribution,4,random_subspace,O_star,28,2,489b361261de6fbd81efa620c7dc7612bca5f09a1e29d84814058012db1b93f2,-0.10993963001047824,-0.294211441103893,-0.05433988027184466,-0.01895400852247822,0.4038464540874478,0.1
