target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy,evidence_level,result_type
action_history,9,foraging,False,0.1859702370763784,0.6997558487948954,0.9063682481862732,1.0,2,information_access_loto
action_history,9,solvability,False,-0.0087820979226875,0.8694908718072129,1.8172623027561707,1.0,2,information_access_loto
action_history,10,bandit,False,0.3237283002772031,0.8685615664776095,0.8033769234187151,1.0,2,information_access_loto
action_history,10,debugging,False,-0.0190103209689829,0.7411772545247167,0.754848800135784,1.0,2,information_access_loto
action_history,10,foraging,False,-0.0331499883794186,0.4013051509906098,1.150344112379812,1.0,2,information_access_loto
action_history,10,solvability,False,0.3499113208840628,0.8755505941204976,1.1710969618103648,1.0,2,information_access_loto
action_history,11,bandit,False,0.1332983214058314,0.7802123078841319,1.029598204917087,1.0,2,information_access_loto
action_history,11,debugging,False,-0.3824326886101645,0.4012956938953201,1.0240599479636008,1.0,2,information_access_loto
action_history,11,foraging,False,-0.0373127482779231,0.3364109039669766,1.1549790699313351,1.0,2,information_access_loto
action_history,11,solvability,False,0.1291620559095161,0.7572035698287987,1.5687639291618427,1.0,2,information_access_loto
action_history,12,bandit,False,0.1301997238201179,0.6937077633266022,1.0332791837253734,1.0,2,information_access_loto
action_history,12,debugging,False,-0.8602941455136004,0.4041836527806954,1.37804374965041,1.0,2,information_access_loto
action_history,12,foraging,False,0.0983118333511613,0.3790346593452623,1.003970077310898,1.0,2,information_access_loto
action_history,12,solvability,False,0.1313767311261265,0.7064509714459096,1.564774320511687,1.0,2,information_access_loto
action_history,13,bandit,False,0.1297481003351852,0.4171315488856282,1.0338156898160726,1.0,2,information_access_loto
action_history,13,debugging,False,-0.0389884991637192,0.7834460396246152,0.7696479670616456,1.0,2,information_access_loto
action_history,13,foraging,False,0.1397569150472509,0.6512615915688504,0.9578237227133616,1.0,2,information_access_loto
action_history,13,solvability,False,0.0202759674092497,0.5326410916108961,1.7649158873831228,1.0,2,information_access_loto
action_history,14,bandit,False,0.1034250293073079,0.3454408756908685,1.0650861803984475,1.0,2,information_access_loto
action_history,14,debugging,False,0.004729207874385,0.6315413599955796,0.737263350317999,1.0,2,information_access_loto
action_history,14,foraging,False,0.1131188460787204,0.6603559936509672,0.9874834489368332,1.0,2,information_access_loto
action_history,14,solvability,False,0.0461971749858713,0.4390347311845448,1.7182203388916166,1.0,2,information_access_loto
action_history,15,bandit,False,0.1518384047054144,0.3995559965005889,1.007573514120103,1.0,2,information_access_loto
action_history,15,debugging,False,0.0201952685481507,0.5508110390596692,0.7258066092995981,1.0,2,information_access_loto
action_history,15,foraging,False,0.128762674916364,0.5811484204741428,0.9700650812255888,1.0,2,information_access_loto
action_history,15,solvability,False,0.04089200249022,0.3708627120413639,1.727777298720522,1.0,2,information_access_loto
action_history,16,bandit,False,0.1402580412507386,0.379411557134927,1.0213304061623123,1.0,2,information_access_loto
action_history,16,debugging,False,-0.0054122746890143,0.4370597189941665,0.7447758217690247,1.0,2,information_access_loto
action_history,16,foraging,False,0.1186498524391128,0.565713656000014,0.981325039534736,1.0,2,information_access_loto
action_history,16,solvability,False,0.0535537479727443,0.3175286637619579,1.7049679003381886,1.0,2,information_access_loto
action_history,17,bandit,False,0.1472227091813549,0.4013179381910421,1.0130567293294284,1.0,2,information_access_loto
action_history,17,debugging,False,0.0438382146580688,0.436828392573026,0.7082927047438758,1.0,2,information_access_loto
action_history,17,foraging,False,0.1339677174860984,0.7200319320406057,0.9642696109239608,1.0,2,information_access_loto
action_history,17,solvability,False,0.0025270700966254,0.312894556523192,1.796889494040241,1.0,2,information_access_loto
action_history,18,bandit,False,0.1681198151279621,0.4470115313490827,0.9882320136262256,1.0,2,information_access_loto
action_history,18,debugging,False,-0.1001386633727008,0.5842995408159561,0.8149459656504753,1.0,2,information_access_loto
action_history,18,foraging,False,0.1556026595230377,0.6983152680546857,0.9401805353068666,1.0,2,information_access_loto
action_history,18,solvability,False,0.0498449350730573,0.3511002459369052,1.7116491111610768,1.0,2,information_access_loto
action_history,19,bandit,False,0.26958934785577,0.5571599719167326,0.867691288564072,1.0,2,information_access_loto
action_history,19,debugging,False,0.2461357149060847,0.5877853376505345,0.5584374754195288,1.0,2,information_access_loto
action_history,19,foraging,False,0.1884097623121895,0.5397682664844262,0.903651998344932,1.0,2,information_access_loto
action_history,19,solvability,False,0.0819253912656157,0.3694468028932437,1.6538580343626212,1.0,2,information_access_loto
action_history,20,bandit,False,0.2412806868389574,0.519542498675025,0.9013205606497032,1.0,2,information_access_loto
action_history,20,debugging,False,0.2509055612542165,0.5571900083043054,0.5549041326077548,1.0,2,information_access_loto
action_history,20,foraging,False,0.1735581965328216,0.5088744371618007,0.9201882335925512,1.0,2,information_access_loto
action_history,20,solvability,False,0.0564806802334861,0.2967573305534361,1.699695202030873,1.0,2,information_access_loto
action_history,21,bandit,False,0.239775605771953,0.513237109534943,0.9031085216091836,1.0,2,information_access_loto
action_history,21,debugging,False,0.2624266203986297,0.5567227565827981,0.546369716917849,1.0,2,information_access_loto
action_history,21,foraging,False,0.1734436520033199,0.4779597031088489,0.9203157713427326,1.0,2,information_access_loto
action_history,21,solvability,False,0.0534317535411174,0.269913916625381,1.7051876662144847,1.0,2,information_access_loto
action_history,22,bandit,False,0.2105843950970962,0.4945450227677128,0.9377862185059288,1.0,2,information_access_loto
action_history,22,debugging,False,0.2082524247005871,0.5281568153736199,0.586500151104328,1.0,2,information_access_loto
action_history,22,foraging,False,0.149296758060486,0.4763000149720237,0.947201739103299,1.0,2,information_access_loto
action_history,22,solvability,False,0.0257064220806941,0.2167054452815904,1.7551332389979424,1.0,2,information_access_loto
