target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2,evidence_level,result_type,mechanistic_claim_permitted
contextual_outcome_history,6,test,-0.0127072498141467,0.0488814188443627,2.6232045392657697,1.0,-0.0395657218710843,2,information_access,False
contextual_outcome_history,6,transfer,-0.2858730743572055,-0.0314418578644456,2.2340615919096045,,-0.285873074357205,2,information_access,False
contextual_outcome_history,7,validation,0.050933666648368,0.2321311102420123,2.427321212415422,1.0,-0.1846337306240082,2,information_access,False
contextual_outcome_history,7,test,0.0251762692689088,0.202036352468693,2.5250752731424453,1.0,-0.0382048183429393,2,information_access,False
contextual_outcome_history,7,transfer,-1.1438558326057628,-0.0673660768153091,3.724711302948889,,-1.1438558326057624,2,information_access,False
contextual_outcome_history,8,validation,0.0989410611447744,0.317961124788828,2.3045380486692184,1.0,0.0048386686644412,2,information_access,False
contextual_outcome_history,8,test,0.0941119855298255,0.3196218103231211,2.346511839488385,1.0,0.0665672413450816,2,information_access,False
contextual_outcome_history,8,transfer,-0.8905301491831048,-0.0530187647845827,3.284586075300179,,-0.8905301491831042,2,information_access,False
contextual_outcome_history,9,validation,0.0730428445705222,0.2718784870826323,2.3707750315283715,1.0,0.0294983714438055,2,information_access,False
contextual_outcome_history,9,test,0.0623718230896932,0.2636796880815628,2.4287280359314027,1.0,0.0478437536534202,2,information_access,False
contextual_outcome_history,9,transfer,-0.4162549177117383,-0.0414191710287689,2.4605855578666214,,-0.4162549177117381,2,information_access,False
contextual_outcome_history,10,validation,0.0706027807402285,0.2682115234473117,2.3770157109063903,1.0,0.056457227182351,2,information_access,False
contextual_outcome_history,10,test,0.0558163986790454,0.2556336220381431,2.445708480254262,1.0,0.0505265256373303,2,information_access,False
