artifact_id,random_index,layer,rank,row_set_sha256,maximum_intervention_norm_error,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples
das_000_contextual_outcome_history_latent_context_L30_r8,0,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.030205488204956055,-0.03526724392644587,0.23154587020831793,0.06173771240458831,-0.0865693662920329,1.1093182004617703,0.05555555555555555,18
das_000_contextual_outcome_history_latent_context_L30_r8,1,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.028909921646118164,0.05677232203314775,0.03553099431934481,0.012320792095764305,0.021603498451299753,1.0588590918537573,0.3888888888888889,18
das_000_contextual_outcome_history_latent_context_L30_r8,2,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.025614500045776367,0.04329417463949503,-0.07951041965186505,-0.022593782504869923,0.05183480181632052,1.0663974824607378,0.2777777777777778,18
das_000_contextual_outcome_history_latent_context_L30_r8,3,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.028400540351867676,0.05835209732806779,0.04571286451564413,0.013610375517556818,0.020230397715684478,1.057971999336083,0.3333333333333333,18
das_000_contextual_outcome_history_latent_context_L30_r8,4,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.029911518096923828,0.012527814641822177,0.14466900404016655,0.040433513321511086,-0.036107665211327876,1.0834087472344232,0.16666666666666666,18
das_000_contextual_outcome_history_latent_context_L30_r8,5,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.030424952507019043,0.0452390476998642,0.07917930109570119,0.030040321234503356,-0.0042080453090924475,1.0653129992225754,0.2777777777777778,18
das_000_contextual_outcome_history_latent_context_L30_r8,6,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.03320145606994629,0.06321747619315632,0.23657855255725788,0.08203640838691209,-0.052627111523655366,1.0552352540705796,0.3888888888888889,18
das_000_contextual_outcome_history_latent_context_L30_r8,7,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.023715972900390625,0.006321102437800263,-0.0955417142108425,-0.02670293612605186,0.03537674329239687,1.086808272295486,0.16666666666666666,18
das_000_contextual_outcome_history_latent_context_L30_r8,8,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.03138327598571777,-0.008757892328210781,0.28386379510384485,0.07933703986542491,-0.09141959041780959,1.0950233365591782,0.1111111111111111,18
das_000_contextual_outcome_history_latent_context_L30_r8,9,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.0346064567565918,0.012527814641822177,0.14466900404016644,0.04043351332151098,-0.03610766521132776,1.0834087472344232,0.16666666666666666,18
das_000_contextual_outcome_history_latent_context_L30_r8,10,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.028428316116333008,0.012728881043436502,0.1524506287007483,0.04260839816615452,-0.03842340216141013,1.0832984412473319,0.16666666666666666,18
das_000_contextual_outcome_history_latent_context_L30_r8,11,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.034850358963012695,0.06052393961170455,0.08919439192058558,0.021304199083077482,0.012038298919294697,1.0567512273554363,0.2777777777777778,18
das_000_contextual_outcome_history_latent_context_L30_r8,12,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.031707763671875,0.02042869237454248,0.04284888985077649,0.015020160617251775,-0.0021040226545463244,1.0790658041314747,0.2777777777777778,18
das_000_contextual_outcome_history_latent_context_L30_r8,13,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.03344154357910156,0.01339630197003161,0.1577770217631545,0.034029273177783,-0.029288667150553463,1.0829322103958055,0.1111111111111111,18
das_000_contextual_outcome_history_latent_context_L30_r8,14,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.026117563247680664,-0.019780945096398383,0.33951269750866864,0.10257550772504061,-0.12310749602450867,1.1009899338980065,0.1111111111111111,18
das_000_contextual_outcome_history_latent_context_L30_r8,15,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.026513099670410156,0.06309825521516288,0.2328596211056199,0.08074682496511967,-0.051254010788040164,1.0553023999520061,0.2777777777777778,18
das_000_contextual_outcome_history_latent_context_L30_r8,16,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.025150775909423828,0.04112233235585827,-0.09036265418959254,-0.030287606070390424,0.06002690061271011,1.06760722433888,0.3333333333333333,18
das_000_contextual_outcome_history_latent_context_L30_r8,17,30,8,52084ab2af7ee287ac4f291178d4ed78ace1e52256fe1681398d918762e80e52,0.03020787239074707,0.06092641293152612,0.18747528725186238,0.0730530013995992,-0.04306191199165059,1.0565248459957919,0.4444444444444444,18
