job_index,contrast_family,random_index,control_role,abstraction,layer,rank,row_set_sha256,global_cfr,correlation,slope,intercept,rmse,sign_accuracy
1,same_context_different_raw,-1,candidate_matched_subset,O,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.3014827676557235,0.0
1,same_context_different_raw,-1,candidate_matched_subset,O_star,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,0.06628618929372293,0.0
1,same_context_different_raw,-1,candidate_matched_subset,H,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.4654298567195208,0.0
1,same_context_different_raw,-1,candidate_matched_subset,E,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.4654298567195208,0.0
1,same_context_different_raw,0,random_subspace,O,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.3014827676557235,0.0
1,same_context_different_raw,0,random_subspace,O_star,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,0.06628618929372293,0.0
1,same_context_different_raw,0,random_subspace,H,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.4654298567195208,0.0
1,same_context_different_raw,0,random_subspace,E,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.4654298567195208,0.0
1,same_context_different_raw,1,random_subspace,O,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.3014827676557235,0.0
1,same_context_different_raw,1,random_subspace,O_star,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,0.06628618929372293,0.0
1,same_context_different_raw,1,random_subspace,H,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.4654298567195208,0.0
1,same_context_different_raw,1,random_subspace,E,28,2,4fbc29e5ff54d2b2c1501d511bc4d279a5f3f1b02894ab6c8b99acf2377b1e9f,0.0,,0.0,0.0,1.4654298567195208,0.0
