state_id,episode_id,effect,direction
seed-52039-pa-0.35-pb-0.20:78,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:79,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:8,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:80,seed-52039-pa-0.35-pb-0.20,-0.125,advantage
seed-52039-pa-0.35-pb-0.20:81,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:82,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:83,seed-52039-pa-0.35-pb-0.20,0.125,advantage
seed-52039-pa-0.35-pb-0.20:84,seed-52039-pa-0.35-pb-0.20,-0.06054814524277319,advantage
seed-52039-pa-0.35-pb-0.20:85,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:86,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:87,seed-52039-pa-0.35-pb-0.20,0.1010006263811043,advantage
seed-52039-pa-0.35-pb-0.20:88,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:89,seed-52039-pa-0.35-pb-0.20,-0.125,advantage
seed-52039-pa-0.35-pb-0.20:9,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:90,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:91,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:92,seed-52039-pa-0.35-pb-0.20,-0.16974390272853412,advantage
seed-52039-pa-0.35-pb-0.20:93,seed-52039-pa-0.35-pb-0.20,-0.014105732271403326,advantage
seed-52039-pa-0.35-pb-0.20:94,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:95,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:96,seed-52039-pa-0.35-pb-0.20,-0.125,advantage
seed-52039-pa-0.35-pb-0.20:97,seed-52039-pa-0.35-pb-0.20,0.0,advantage
seed-52039-pa-0.35-pb-0.20:98,seed-52039-pa-0.35-pb-0.20,-0.06445185475722681,advantage
seed-52039-pa-0.35-pb-0.20:99,seed-52039-pa-0.35-pb-0.20,-0.125,advantage
seed-52040-pa-0.20-pb-0.20:0,seed-52040-pa-0.20-pb-0.20,-0.008953534647574202,advantage
seed-52040-pa-0.20-pb-0.20:1,seed-52040-pa-0.20-pb-0.20,-0.049046279959732875,advantage
seed-52040-pa-0.20-pb-0.20:2,seed-52040-pa-0.20-pb-0.20,0.0,advantage
seed-52040-pa-0.20-pb-0.20:3,seed-52040-pa-0.20-pb-0.20,-0.07218384426099789,advantage
seed-52040-pa-0.20-pb-0.20:4,seed-52040-pa-0.20-pb-0.20,-0.08981710651316988,advantage
seed-52040-pa-0.20-pb-0.20:5,seed-52040-pa-0.20-pb-0.20,-0.07595372004026713,advantage
seed-52041-pa-0.35-pb-0.35:0,seed-52041-pa-0.35-pb-0.35,-0.008953534647574202,advantage
seed-52041-pa-0.35-pb-0.35:1,seed-52041-pa-0.35-pb-0.35,-0.049046279959732875,advantage
seed-52041-pa-0.35-pb-0.35:10,seed-52041-pa-0.35-pb-0.35,0.0,advantage
