job_index,prompt_id,direction_id,control_role,alpha,p_eos,eos_logit,baseline_p_eos,baseline_eos_logit,delta_eos_logit
57,open_ended_06,random_019,random_subspace,-2.0,4.3424128182145694e-10,-21.55742078697887,4.5706607942896937e-10,-21.506193141093497,-0.05122764588537265
57,open_ended_06,random_019,random_subspace,-1.0,4.504041029029793e-10,-21.52087592922928,4.5706607942896937e-10,-21.506193141093497,-0.014682788135782943
57,open_ended_06,random_019,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
57,open_ended_06,random_019,random_subspace,1.0,4.399923481113177e-10,-21.544263779383563,4.5706607942896937e-10,-21.506193141093497,-0.03807063829006552
57,open_ended_06,random_019,random_subspace,2.0,4.5705036977317093e-10,-21.50622751232885,4.5706607942896937e-10,-21.506193141093497,-3.4371235351216e-05
58,open_ended_01,random_020,random_subspace,-2.0,2.8014344177762496e-09,-19.693134256077652,2.886769046028803e-09,-19.66312793449059,-0.030006321587062956
58,open_ended_01,random_020,random_subspace,-1.0,2.851689995253537e-09,-19.675354034767086,2.886769046028803e-09,-19.66312793449059,-0.01222610027649651
58,open_ended_01,random_020,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_020,random_subspace,1.0,2.9359228381764524e-09,-19.64624400487863,2.886769046028803e-09,-19.66312793449059,0.016883929611960724
58,open_ended_01,random_020,random_subspace,2.0,3.181836349952505e-09,-19.56580733510476,2.886769046028803e-09,-19.66312793449059,0.09732059938582793
58,open_ended_02,random_020,random_subspace,-2.0,1.2881977262679811e-08,-18.16743660098711,1.3520476294104355e-08,-18.119060524577765,-0.04837607640934394
58,open_ended_02,random_020,random_subspace,-1.0,1.317084841190308e-08,-18.145259890057055,1.3520476294104355e-08,-18.119060524577765,-0.026199365479289582
58,open_ended_02,random_020,random_subspace,0.0,1.3520476294104355e-08,-18.119060524577765,1.3520476294104355e-08,-18.119060524577765,0.0
58,open_ended_02,random_020,random_subspace,1.0,1.339375721443048e-08,-18.128477104671482,1.3520476294104355e-08,-18.119060524577765,-0.00941658009371693
58,open_ended_02,random_020,random_subspace,2.0,1.3774606344441054e-08,-18.100439046077213,1.3520476294104355e-08,-18.119060524577765,0.018621478500552513
58,open_ended_03,random_020,random_subspace,-2.0,7.372969457186684e-10,-21.028030392726038,8.049070854276863e-10,-20.94029426619565,-0.08773612653038754
58,open_ended_03,random_020,random_subspace,-1.0,7.697357196079224e-10,-20.984973880513405,8.049070854276863e-10,-20.94029426619565,-0.04467961431775436
58,open_ended_03,random_020,random_subspace,0.0,8.049070854276863e-10,-20.94029426619565,8.049070854276863e-10,-20.94029426619565,0.0
58,open_ended_03,random_020,random_subspace,1.0,7.91570142766318e-10,-20.957002619696553,8.049070854276863e-10,-20.94029426619565,-0.016708353500902717
58,open_ended_03,random_020,random_subspace,2.0,8.252185046409011e-10,-20.915372909726123,8.049070854276863e-10,-20.94029426619565,0.024921356469526756
58,open_ended_04,random_020,random_subspace,-2.0,8.085673925961601e-07,-14.028000997738081,8.114208753795538e-07,-14.024478147477753,-0.0035228502603281697
58,open_ended_04,random_020,random_subspace,-1.0,8.347880111614359e-07,-13.996087188388467,8.114208753795538e-07,-14.024478147477753,0.028390959089286127
58,open_ended_04,random_020,random_subspace,0.0,8.114208753795538e-07,-14.024478147477753,8.114208753795538e-07,-14.024478147477753,0.0
58,open_ended_04,random_020,random_subspace,1.0,8.119828862618306e-07,-14.023785761055848,8.114208753795538e-07,-14.024478147477753,0.0006923864219050557
58,open_ended_04,random_020,random_subspace,2.0,8.155124078257359e-07,-14.019448384496643,8.114208753795538e-07,-14.024478147477753,0.005029762981109798
58,open_ended_05,random_020,random_subspace,-2.0,2.703631096778736e-09,-19.728670114075392,2.6912574391246835e-09,-19.73325730037315,0.00458718629775845
58,open_ended_05,random_020,random_subspace,-1.0,2.687933209344351e-09,-19.73449325962044,2.6912574391246835e-09,-19.73325730037315,-0.0012359592472890313
58,open_ended_05,random_020,random_subspace,0.0,2.6912574391246835e-09,-19.73325730037315,2.6912574391246835e-09,-19.73325730037315,0.0
58,open_ended_05,random_020,random_subspace,1.0,2.7018423054414598e-09,-19.72933195857052,2.6912574391246835e-09,-19.73325730037315,0.003925341802631266
58,open_ended_05,random_020,random_subspace,2.0,2.714606539555575e-09,-19.72461881232197,2.6912574391246835e-09,-19.73325730037315,0.008638488051179394
58,open_ended_06,random_020,random_subspace,-2.0,4.019018173817557e-10,-21.63481329210671,4.5706607942896937e-10,-21.506193141093497,-0.12862015101321234
58,open_ended_06,random_020,random_subspace,-1.0,4.206451575949899e-10,-21.589231493297323,4.5706607942896937e-10,-21.506193141093497,-0.08303835220382538
58,open_ended_06,random_020,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
58,open_ended_06,random_020,random_subspace,1.0,4.750804749598103e-10,-21.467536904800916,4.5706607942896937e-10,-21.506193141093497,0.038656236292581525
58,open_ended_06,random_020,random_subspace,2.0,5.053772400565038e-10,-21.40571595500804,4.5706607942896937e-10,-21.506193141093497,0.10047718608545608
58,open_ended_01,random_021,random_subspace,-2.0,2.5049944341049013e-09,-19.804979321821268,2.886769046028803e-09,-19.66312793449059,-0.1418513873306786
58,open_ended_01,random_021,random_subspace,-1.0,2.69430322497044e-09,-19.732126206929536,2.886769046028803e-09,-19.66312793449059,-0.06899827243894663
58,open_ended_01,random_021,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_021,random_subspace,1.0,3.1413138756875014e-09,-19.578624689655474,2.886769046028803e-09,-19.66312793449059,0.08450324483511551
58,open_ended_01,random_021,random_subspace,2.0,3.452316210683648e-09,-19.484220462300218,2.886769046028803e-09,-19.66312793449059,0.17890747219037095
58,open_ended_02,random_021,random_subspace,-2.0,1.164713481216495e-08,-18.268205614405453,1.3520476294104355e-08,-18.119060524577765,-0.14914508982768737
58,open_ended_02,random_021,random_subspace,-1.0,1.238368074751861e-08,-18.206886287479293,1.3520476294104355e-08,-18.119060524577765,-0.08782576290152733
58,open_ended_02,random_021,random_subspace,0.0,1.3520476294104355e-08,-18.119060524577765,1.3520476294104355e-08,-18.119060524577765,0.0
58,open_ended_02,random_021,random_subspace,1.0,1.4275839177457783e-08,-18.064697282344426,1.3520476294104355e-08,-18.119060524577765,0.05436324223333955
58,open_ended_02,random_021,random_subspace,2.0,1.555784834295082e-08,-17.97870059350142,1.3520476294104355e-08,-18.119060524577765,0.1403599310763468
58,open_ended_03,random_021,random_subspace,-2.0,7.445508098946618e-10,-21.01824001838441,8.049070854276863e-10,-20.94029426619565,-0.07794575218876076
58,open_ended_03,random_021,random_subspace,-1.0,7.802111179344706e-10,-20.971456568069044,8.049070854276863e-10,-20.94029426619565,-0.03116230187339397
58,open_ended_03,random_021,random_subspace,0.0,8.049070854276863e-10,-20.94029426619565,8.049070854276863e-10,-20.94029426619565,0.0
58,open_ended_03,random_021,random_subspace,1.0,8.070239476687391e-10,-20.937667772361582,8.049070854276863e-10,-20.94029426619565,0.0026264938340681
58,open_ended_03,random_021,random_subspace,2.0,8.490591008047943e-10,-20.886892318935608,8.049070854276863e-10,-20.94029426619565,0.05340194726004199
58,open_ended_04,random_021,random_subspace,-2.0,7.359099640780187e-07,-14.122157321206135,8.114208753795538e-07,-14.024478147477753,-0.0976791737283822
58,open_ended_04,random_021,random_subspace,-1.0,7.86691657594929e-07,-14.055428673278348,8.114208753795538e-07,-14.024478147477753,-0.030950525800594875
58,open_ended_04,random_021,random_subspace,0.0,8.114208753795538e-07,-14.024478147477753,8.114208753795538e-07,-14.024478147477753,0.0
58,open_ended_04,random_021,random_subspace,1.0,8.650538916299411e-07,-13.960473164438623,8.114208753795538e-07,-14.024478147477753,0.06400498303912983
58,open_ended_04,random_021,random_subspace,2.0,8.925195515985251e-07,-13.929216524459644,8.114208753795538e-07,-14.024478147477753,0.09526162301810892
58,open_ended_05,random_021,random_subspace,-2.0,2.380977193183753e-09,-19.85575484577783,2.6912574391246835e-09,-19.73325730037315,-0.12249754540468061
58,open_ended_05,random_021,random_subspace,-1.0,2.495304407545973e-09,-19.808855105657422,2.6912574391246835e-09,-19.73325730037315,-0.0755978052842714
58,open_ended_05,random_021,random_subspace,0.0,2.6912574391246835e-09,-19.73325730037315,2.6912574391246835e-09,-19.73325730037315,0.0
58,open_ended_05,random_021,random_subspace,1.0,2.9917623933783943e-09,-19.627403190973684,2.6912574391246835e-09,-19.73325730037315,0.10585410939946627
58,open_ended_05,random_021,random_subspace,2.0,3.1933029553954384e-09,-19.56221004340788,2.6912574391246835e-09,-19.73325730037315,0.17104725696527012
58,open_ended_06,random_021,random_subspace,-2.0,4.029280242789923e-10,-21.632263169333772,4.5706607942896937e-10,-21.506193141093497,-0.12607002824027447
58,open_ended_06,random_021,random_subspace,-1.0,4.495552818895021e-10,-21.522762283835725,4.5706607942896937e-10,-21.506193141093497,-0.016569142742227427
58,open_ended_06,random_021,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
58,open_ended_06,random_021,random_subspace,1.0,4.86305884450644e-10,-21.444183297651993,4.5706607942896937e-10,-21.506193141093497,0.06200984344150484
58,open_ended_06,random_021,random_subspace,2.0,5.247680068265481e-10,-21.36806484223405,4.5706607942896937e-10,-21.506193141093497,0.13812829885944922
58,open_ended_01,random_022,random_subspace,-2.0,2.673183008283786e-09,-19.739995933959246,2.886769046028803e-09,-19.66312793449059,-0.07686799946865719
58,open_ended_01,random_022,random_subspace,-1.0,2.742940541367034e-09,-19.71423529898056,2.886769046028803e-09,-19.66312793449059,-0.05110736448997244
58,open_ended_01,random_022,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_022,random_subspace,1.0,3.09751202465236e-09,-19.592666617284472,2.886769046028803e-09,-19.66312793449059,0.07046131720611726
58,open_ended_01,random_022,random_subspace,2.0,3.4054703501595895e-09,-19.49788276833693,2.886769046028803e-09,-19.66312793449059,0.16524516615366025
58,open_ended_02,random_022,random_subspace,-2.0,1.1748094053132263e-08,-18.25957480600939,1.3520476294104355e-08,-18.119060524577765,-0.14051428143162425
58,open_ended_02,random_022,random_subspace,-1.0,1.2611558908304232e-08,-18.18865205723254,1.3520476294104355e-08,-18.119060524577765,-0.06959153265477624
58,open_ended_02,random_022,random_subspace,0.0,1.3520476294104355e-08,-18.119060524577765,1.3520476294104355e-08,-18.119060524577765,0.0
58,open_ended_02,random_022,random_subspace,1.0,1.4035092199549126e-08,-18.08170504386012,1.3520476294104355e-08,-18.119060524577765,0.03735548071764683
58,open_ended_02,random_022,random_subspace,2.0,1.56144199792152e-08,-17.975070976389937,1.3520476294104355e-08,-18.119060524577765,0.14398954818782883
58,open_ended_03,random_022,random_subspace,-2.0,6.716443512466697e-10,-21.121292154046525,8.049070854276863e-10,-20.94029426619565,-0.18099788785087512
58,open_ended_03,random_022,random_subspace,-1.0,7.369707621940336e-10,-21.028472895167685,8.049070854276863e-10,-20.94029426619565,-0.08817862897203455
58,open_ended_03,random_022,random_subspace,0.0,8.049070854276863e-10,-20.94029426619565,8.049070854276863e-10,-20.94029426619565,0.0
58,open_ended_03,random_022,random_subspace,1.0,8.299793630150987e-10,-20.909620278454266,8.049070854276863e-10,-20.94029426619565,0.030673987741383968
58,open_ended_03,random_022,random_subspace,2.0,8.869224243923668e-10,-20.843263594964462,8.049070854276863e-10,-20.94029426619565,0.09703067123118814
58,open_ended_04,random_022,random_subspace,-2.0,7.782905413478147e-07,-14.066165157728465,8.114208753795538e-07,-14.024478147477753,-0.041687010250711865
58,open_ended_04,random_022,random_subspace,-1.0,7.822746397323499e-07,-14.061059174079265,8.114208753795538e-07,-14.024478147477753,-0.03658102660151208
58,open_ended_04,random_022,random_subspace,0.0,8.114208753795538e-07,-14.024478147477753,8.114208753795538e-07,-14.024478147477753,0.0
58,open_ended_04,random_022,random_subspace,1.0,8.40462803353148e-07,-13.989312299993838,8.114208753795538e-07,-14.024478147477753,0.03516584748391516
58,open_ended_04,random_022,random_subspace,2.0,8.453486657344911e-07,-13.983515827174337,8.114208753795538e-07,-14.024478147477753,0.04096232030341618
58,open_ended_05,random_022,random_subspace,-2.0,2.3360029466346077e-09,-19.874824508243425,2.6912574391246835e-09,-19.73325730037315,-0.1415672078702741
58,open_ended_05,random_022,random_subspace,-1.0,2.53991849774593e-09,-19.791133841392462,2.6912574391246835e-09,-19.73325730037315,-0.05787654101931139
58,open_ended_05,random_022,random_subspace,0.0,2.6912574391246835e-09,-19.73325730037315,2.6912574391246835e-09,-19.73325730037315,0.0
58,open_ended_05,random_022,random_subspace,1.0,2.892545314381323e-09,-19.661128987926208,2.6912574391246835e-09,-19.73325730037315,0.07212831244694229
58,open_ended_05,random_022,random_subspace,2.0,3.1886711049367022e-09,-19.56366158527972,2.6912574391246835e-09,-19.73325730037315,0.16959571509342908
58,open_ended_06,random_022,random_subspace,-2.0,3.6773534217715564e-10,-21.723657614991488,4.5706607942896937e-10,-21.506193141093497,-0.21746447389799073
58,open_ended_06,random_022,random_subspace,-1.0,4.17598594593116e-10,-21.596500444386123,4.5706607942896937e-10,-21.506193141093497,-0.09030730329262582
58,open_ended_06,random_022,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
58,open_ended_06,random_022,random_subspace,1.0,4.6331283254374966e-10,-21.492618625295957,4.5706607942896937e-10,-21.506193141093497,0.013574515797539988
58,open_ended_06,random_022,random_subspace,2.0,5.149312642949155e-10,-21.38698769104596,4.5706607942896937e-10,-21.506193141093497,0.11920545004753791
58,open_ended_01,random_023,random_subspace,-2.0,3.181423791076554e-09,-19.565937004132493,2.886769046028803e-09,-19.66312793449059,0.09719093035809578
58,open_ended_01,random_023,random_subspace,-1.0,2.9635245368808683e-09,-19.63688655207481,2.886769046028803e-09,-19.66312793449059,0.026241382415779668
58,open_ended_01,random_023,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_023,random_subspace,1.0,2.7220932174998325e-09,-19.72186468462263,2.886769046028803e-09,-19.66312793449059,-0.05873675013204149
58,open_ended_01,random_023,random_subspace,2.0,2.8129032436652324e-09,-19.689048701354842,2.886769046028803e-09,-19.66312793449059,-0.025920766864253153
58,open_ended_02,random_023,random_subspace,-2.0,1.4769625522603747e-08,-18.03069307987477,1.3520476294104355e-08,-18.119060524577765,0.08836744470299607
58,open_ended_02,random_023,random_subspace,-1.0,1.4139802217982833e-08,-18.074272149848817,1.3520476294104355e-08,-18.119060524577765,0.04478837472894881
58,open_ended_02,random_023,random_subspace,0.0,1.3520476294104355e-08,-18.119060524577765,1.3520476294104355e-08,-18.119060524577765,0.0
58,open_ended_02,random_023,random_subspace,1.0,1.2794095560764163e-08,-18.174282043966382,1.3520476294104355e-08,-18.119060524577765,-0.05522151938861697
58,open_ended_02,random_023,random_subspace,2.0,1.2195177312435135e-08,-18.222225253423975,1.3520476294104355e-08,-18.119060524577765,-0.10316472884620964
58,open_ended_03,random_023,random_subspace,-2.0,8.392168626691898e-10,-20.89855196446604,8.049070854276863e-10,-20.94029426619565,0.041742301729609466
58,open_ended_03,random_023,random_subspace,-1.0,8.038653631636805e-10,-20.94158931872014,8.049070854276863e-10,-20.94029426619565,-0.0012950525244903588
58,open_ended_03,random_023,random_subspace,0.0,8.049070854276863e-10,-20.94029426619565,8.049070854276863e-10,-20.94029426619565,0.0
58,open_ended_03,random_023,random_subspace,1.0,7.800861623330491e-10,-20.97161673703603,8.049070854276863e-10,-20.94029426619565,-0.031322470840379424
58,open_ended_03,random_023,random_subspace,2.0,7.146727099005545e-10,-21.05919642570948,8.049070854276863e-10,-20.94029426619565,-0.11890215951382999
58,open_ended_04,random_023,random_subspace,-2.0,8.877275945451402e-07,-13.934600016187233,8.114208753795538e-07,-14.024478147477753,0.08987813129052036
58,open_ended_04,random_023,random_subspace,-1.0,8.597572787039098e-07,-13.96661486184196,8.114208753795538e-07,-14.024478147477753,0.05786328563579346
58,open_ended_04,random_023,random_subspace,0.0,8.114208753795538e-07,-14.024478147477753,8.114208753795538e-07,-14.024478147477753,0.0
58,open_ended_04,random_023,random_subspace,1.0,7.903689720478724e-07,-14.050765156926314,8.114208753795538e-07,-14.024478147477753,-0.026287009448560994
58,open_ended_04,random_023,random_subspace,2.0,7.209167733890354e-07,-14.142741417599977,8.114208753795538e-07,-14.024478147477753,-0.11826327012222393
58,open_ended_05,random_023,random_subspace,-2.0,3.17117310189019e-09,-19.569164250654968,2.6912574391246835e-09,-19.73325730037315,0.16409304971818273
58,open_ended_05,random_023,random_subspace,-1.0,2.8742921376334607e-09,-19.66745940313526,2.6912574391246835e-09,-19.73325730037315,0.0657978972378892
58,open_ended_05,random_023,random_subspace,0.0,2.6912574391246835e-09,-19.73325730037315,2.6912574391246835e-09,-19.73325730037315,0.0
58,open_ended_05,random_023,random_subspace,1.0,2.5537043590873054e-09,-19.78572083951733,2.6912574391246835e-09,-19.73325730037315,-0.052463539144181226
58,open_ended_05,random_023,random_subspace,2.0,2.4033020018521256e-09,-19.84642220867668,2.6912574391246835e-09,-19.73325730037315,-0.11316490830353132
58,open_ended_06,random_023,random_subspace,-2.0,4.414330845303738e-10,-21.540994670847684,4.5706607942896937e-10,-21.506193141093497,-0.034801529754187044
58,open_ended_06,random_023,random_subspace,-1.0,4.322621705021845e-10,-21.56198883516458,4.5706607942896937e-10,-21.506193141093497,-0.05579569407108309
58,open_ended_06,random_023,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
58,open_ended_06,random_023,random_subspace,1.0,4.5400333492651157e-10,-21.512916571807065,4.5706607942896937e-10,-21.506193141093497,-0.006723430713567069
58,open_ended_06,random_023,random_subspace,2.0,4.4678738486680913e-10,-21.528938283092636,4.5706607942896937e-10,-21.506193141093497,-0.02274514199913824
58,open_ended_01,random_024,random_subspace,-2.0,2.5321356122987027e-09,-19.79420277220692,2.886769046028803e-09,-19.66312793449059,-0.13107483771633
58,open_ended_01,random_024,random_subspace,-1.0,2.7079714026712054e-09,-19.727066039557613,2.886769046028803e-09,-19.66312793449059,-0.0639381050670238
58,open_ended_01,random_024,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_024,random_subspace,1.0,3.083612254428658e-09,-19.597164114202133,2.886769046028803e-09,-19.66312793449059,0.06596382028845582
58,open_ended_01,random_024,random_subspace,2.0,3.2363967061854737e-09,-19.54880525049923,2.886769046028803e-09,-19.66312793449059,0.11432268399136092
58,open_ended_02,random_024,random_subspace,-2.0,1.22610899211395e-08,-18.216834997546336,1.3520476294104355e-08,-18.119060524577765,-0.09777447296857034
58,open_ended_02,random_024,random_subspace,-1.0,1.291743245701582e-08,-18.164688071660365,1.3520476294104355e-08,-18.119060524577765,-0.04562754708259931
58,open_ended_02,random_024,random_subspace,0.0,1.3520476294104355e-08,-18.119060524577765,1.3520476294104355e-08,-18.119060524577765,0.0
58,open_ended_02,random_024,random_subspace,1.0,1.3743271409794033e-08,-18.10271647087731,1.3520476294104355e-08,-18.119060524577765,0.016344053700453998
58,open_ended_02,random_024,random_subspace,2.0,1.4443539697595043e-08,-18.053018587665587,1.3520476294104355e-08,-18.119060524577765,0.0660419369121783
58,open_ended_03,random_024,random_subspace,-2.0,7.177818894810173e-10,-21.05485536740762,8.049070854276863e-10,-20.94029426619565,-0.11456110121196872
58,open_ended_03,random_024,random_subspace,-1.0,7.181365502262338e-10,-21.054361382870788,8.049070854276863e-10,-20.94029426619565,-0.11406711667513747
58,open_ended_03,random_024,random_subspace,0.0,8.049070854276863e-10,-20.94029426619565,8.049070854276863e-10,-20.94029426619565,0.0
58,open_ended_03,random_024,random_subspace,1.0,8.217097557938757e-10,-20.919633877544694,8.049070854276863e-10,-20.94029426619565,0.020660388650956207
58,open_ended_03,random_024,random_subspace,2.0,8.906654858087393e-10,-20.839052194863875,8.049070854276863e-10,-20.94029426619565,0.10124207133177521
58,open_ended_04,random_024,random_subspace,-2.0,7.476428436348215e-07,-14.106339707131161,8.114208753795538e-07,-14.024478147477753,-0.08186155965340802
58,open_ended_04,random_024,random_subspace,-1.0,7.879463623794436e-07,-14.053835029504985,8.114208753795538e-07,-14.024478147477753,-0.029356882027231634
58,open_ended_04,random_024,random_subspace,0.0,8.114208753795538e-07,-14.024478147477753,8.114208753795538e-07,-14.024478147477753,0.0
58,open_ended_04,random_024,random_subspace,1.0,8.102533115561528e-07,-14.02591809759998,8.114208753795538e-07,-14.024478147477753,-0.001439950122227529
58,open_ended_04,random_024,random_subspace,2.0,8.8665728981141e-07,-13.935806412637678,8.114208753795538e-07,-14.024478147477753,0.08867173484007473
58,open_ended_05,random_024,random_subspace,-2.0,2.2761299511842026e-09,-19.900789223733753,2.6912574391246835e-09,-19.73325730037315,-0.16753192336060252
58,open_ended_05,random_024,random_subspace,-1.0,2.485917693917372e-09,-19.812623949756986,2.6912574391246835e-09,-19.73325730037315,-0.07936664938383586
58,open_ended_05,random_024,random_subspace,0.0,2.6912574391246835e-09,-19.73325730037315,2.6912574391246835e-09,-19.73325730037315,0.0
58,open_ended_05,random_024,random_subspace,1.0,2.9112587895951947e-09,-19.654680272640746,2.6912574391246835e-09,-19.73325730037315,0.07857702773240405
58,open_ended_05,random_024,random_subspace,2.0,3.222353273102385e-09,-19.553153910938036,2.6912574391246835e-09,-19.73325730037315,0.18010338943511428
58,open_ended_06,random_024,random_subspace,-2.0,4.2806058697664184e-10,-21.57175637158049,4.5706607942896937e-10,-21.506193141093497,-0.06556323048699397
58,open_ended_06,random_024,random_subspace,-1.0,4.469118408678696e-10,-21.52865976432852,4.5706607942896937e-10,-21.506193141093497,-0.022466623235022354
58,open_ended_06,random_024,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
58,open_ended_06,random_024,random_subspace,1.0,4.4023745759957933e-10,-21.54370685778624,4.5706607942896937e-10,-21.506193141093497,-0.03751371669274306
58,open_ended_06,random_024,random_subspace,2.0,4.586003521378501e-10,-21.502841977192425,4.5706607942896937e-10,-21.506193141093497,0.0033511639010725958
58,open_ended_01,random_025,random_subspace,-2.0,2.7482403019973844e-09,-19.71230501751956,2.886769046028803e-09,-19.66312793449059,-0.04917708302897239
58,open_ended_01,random_025,random_subspace,-1.0,2.9024711523106816e-09,-19.65770333841447,2.886769046028803e-09,-19.66312793449059,0.0054245960761178935
58,open_ended_01,random_025,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_025,random_subspace,1.0,2.8982061195392816e-09,-19.659173867924203,2.886769046028803e-09,-19.66312793449059,0.003954066566386416
58,open_ended_01,random_025,random_subspace,2.0,3.2068592226153214e-09,-19.557973810900254,2.886769046028803e-09,-19.66312793449059,0.10515412359033505
58,open_ended_02,random_025,random_subspace,-2.0,1.1548189071675097e-08,-18.27673719105447,1.3520476294104355e-08,-18.119060524577765,-0.15767666647670353
58,open_ended_02,random_025,random_subspace,-1.0,1.2867930720972254e-08,-18.168527598538677,1.3520476294104355e-08,-18.119060524577765,-0.04946707396091199
58,open_ended_02,random_025,random_subspace,0.0,1.3520476294104355e-08,-18.119060524577765,1.3520476294104355e-08,-18.119060524577765,0.0
58,open_ended_02,random_025,random_subspace,1.0,1.3584815938827433e-08,-18.114313129428407,1.3520476294104355e-08,-18.119060524577765,0.004747395149358624
58,open_ended_02,random_025,random_subspace,2.0,1.4229327049974927e-08,-18.06796070266998,1.3520476294104355e-08,-18.119060524577765,0.051099821907786946
58,open_ended_03,random_025,random_subspace,-2.0,7.384270417354344e-10,-21.026498810603478,8.049070854276863e-10,-20.94029426619565,-0.08620454440782765
58,open_ended_03,random_025,random_subspace,-1.0,7.673843782640688e-10,-20.988033294261182,8.049070854276863e-10,-20.94029426619565,-0.047739028065532096
58,open_ended_03,random_025,random_subspace,0.0,8.049070854276863e-10,-20.94029426619565,8.049070854276863e-10,-20.94029426619565,0.0
58,open_ended_03,random_025,random_subspace,1.0,8.205288670737332e-10,-20.921072022900923,8.049070854276863e-10,-20.94029426619565,0.019222243294727548
58,open_ended_03,random_025,random_subspace,2.0,8.43247416337789e-10,-20.893760705082077,8.049070854276863e-10,-20.94029426619565,0.04653356111357354
58,open_ended_04,random_025,random_subspace,-2.0,7.319686119444668e-07,-14.127527471792872,8.114208753795538e-07,-14.024478147477753,-0.10304932431511915
58,open_ended_04,random_025,random_subspace,-1.0,7.623481224072748e-07,-14.086861769684308,8.114208753795538e-07,-14.024478147477753,-0.062383622206555245
58,open_ended_04,random_025,random_subspace,0.0,8.114208753795538e-07,-14.024478147477753,8.114208753795538e-07,-14.024478147477753,0.0
58,open_ended_04,random_025,random_subspace,1.0,8.900894385988067e-07,-13.931942996371808,8.114208753795538e-07,-14.024478147477753,0.09253515110594535
58,open_ended_04,random_025,random_subspace,2.0,9.211358360516897e-07,-13.89765740286037,8.114208753795538e-07,-14.024478147477753,0.12682074461738324
58,open_ended_05,random_025,random_subspace,-2.0,2.5329711661470355e-09,-19.793872846740555,2.6912574391246835e-09,-19.73325730037315,-0.06061554636740496
58,open_ended_05,random_025,random_subspace,-1.0,2.669850562853071e-09,-19.741243332399613,2.6912574391246835e-09,-19.73325730037315,-0.007986032026462198
58,open_ended_05,random_025,random_subspace,0.0,2.6912574391246835e-09,-19.73325730037315,2.6912574391246835e-09,-19.73325730037315,0.0
58,open_ended_05,random_025,random_subspace,1.0,2.745102145595979e-09,-19.71344754842177,2.6912574391246835e-09,-19.73325730037315,0.01980975195138157
58,open_ended_05,random_025,random_subspace,2.0,2.8963877962695506e-09,-19.65980146093973,2.6912574391246835e-09,-19.73325730037315,0.07345583943342149
58,open_ended_06,random_025,random_subspace,-2.0,4.0135178513978076e-10,-21.636182803121507,4.5706607942896937e-10,-21.506193141093497,-0.12998966202800943
58,open_ended_06,random_025,random_subspace,-1.0,4.0530051537146505e-10,-21.62639231030957,4.5706607942896937e-10,-21.506193141093497,-0.12019916921607177
58,open_ended_06,random_025,random_subspace,0.0,4.5706607942896937e-10,-21.506193141093497,4.5706607942896937e-10,-21.506193141093497,0.0
58,open_ended_06,random_025,random_subspace,1.0,4.727059854658933e-10,-21.472547515443836,4.5706607942896937e-10,-21.506193141093497,0.03364562564966178
58,open_ended_06,random_025,random_subspace,2.0,4.707777501167243e-10,-21.476635000923505,4.5706607942896937e-10,-21.506193141093497,0.029558140169992697
58,open_ended_01,random_026,random_subspace,-2.0,3.106179535805609e-09,-19.589872307884836,2.886769046028803e-09,-19.66312793449059,0.07325562660575358
58,open_ended_01,random_026,random_subspace,-1.0,2.893152384331188e-09,-19.660919135982514,2.886769046028803e-09,-19.66312793449059,0.002208798508075205
58,open_ended_01,random_026,random_subspace,0.0,2.886769046028803e-09,-19.66312793449059,2.886769046028803e-09,-19.66312793449059,0.0
58,open_ended_01,random_026,random_subspace,1.0,2.84646795023491e-09,-19.677186924113222,2.886769046028803e-09,-19.66312793449059,-0.014058989622633078
58,open_ended_01,random_026,random_subspace,2.0,2.778244523327089e-09,-19.701446572353625,2.886769046028803e-09,-19.66312793449059,-0.038318637863035576
58,open_ended_02,random_026,random_subspace,-2.0,1.4285455485207876e-08,-18.064023901927726,1.3520476294104355e-08,-18.119060524577765,0.05503662265003939
