architecture,variant,task_family,parameter,mu,ontology_effect,random_effect,estimate,bootstrap_estimate,ci_low,ci_high,probability_positive,intervention_derivative
latent_context,M4,bandit,intercept,-0.2982846885188987,0.23602638110371818,0.02130168234944632,-0.04095662506573422,-0.03551086435490105,-0.05387135585049454,-0.017627669658665388,0.0,-0.04095662506573422
latent_context,M4,bandit,factor_continuation_value,0.24265650227059227,0.06172606619746482,0.016606020880369006,0.3209885893484261,0.32128076904288144,0.2965455625566499,0.3401495977738653,1.0,0.3209885893484261
latent_context,M4,bandit,factor_continuation_value__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,bandit,factor_disengagement_value,-0.40367866915530387,-0.022248939113595184,-0.045543616792948015,-0.4714712250618471,-0.47798239044303203,-0.501298571789181,-0.44985764383768034,0.0,-0.4714712250618471
latent_context,M4,bandit,factor_disengagement_value__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,bandit,factor_continuation_cost,-0.12034828685201598,0.006482511043174398,0.002938528741470734,-0.11092724706737085,-0.11046954744915728,-0.13326986578925526,-0.0866025257289576,0.0,-0.11092724706737085
latent_context,M4,bandit,factor_continuation_cost__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,bandit,factor_progress_evidence,0.26004380015174955,0.0024333884216704155,-0.0011890476468995707,0.26128814092652036,0.26549769206486046,0.2536992314148154,0.27867543802694056,1.0,0.26128814092652036
latent_context,M4,bandit,factor_progress_evidence__available,-0.26183840507723055,-0.10971241245532065,-0.03391415714874911,-0.4054649746813003,-0.40684159162272787,-0.41735123193998047,-0.3981865528950695,0.0,-0.4054649746813003
latent_context,M4,bandit,factor_success_evidence,0.47078227913094745,0.20141318703846717,0.09454070250435209,0.7667361686737667,0.7769321132333568,0.752214064593083,0.803895557424293,1.0,0.7667361686737667
latent_context,M4,bandit,factor_success_evidence__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,bandit,factor_uncertainty,0.006101773841903522,-0.00020262204511836343,-0.004123596935745888,0.0017755548610392706,0.00036054013431539183,-0.01757913978424382,0.021253614287318954,0.51,0.0017755548610392706
latent_context,M4,bandit,factor_uncertainty__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,bandit,factor_prior_investment,-0.09435473907641004,-0.0008910946849436281,-0.007225326939349074,-0.10247116070070274,-0.10293831314091818,-0.12723727649184027,-0.08252381925563178,0.0,-0.10247116070070274
latent_context,M4,bandit,factor_prior_investment__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,bandit,factor_controllability,0.06836982573981731,-0.02143789930332015,-0.0012760886099840451,0.04565583782651312,0.04583810277074222,0.03656272339918669,0.05892763643581186,1.0,0.04565583782651312
