layer,random_index,split,r2,pearson_r,mse
8,69,test,-0.0012640671607311305,0.01467541071208224,1.0616480435176041
8,70,test,0.00046266583554221974,0.0714538305576772,1.059817175151011
8,71,test,-0.0011992459919292209,0.014693711860858844,1.0615793131303923
8,72,test,-0.0009306017525501087,0.035164423706021165,1.0612944675631806
8,73,test,-0.00130865349289766,0.0038045028958656225,1.0616953187508464
8,74,test,-0.0010998534314095032,0.010278190137636313,1.061473926428845
8,75,test,-0.0015481469336178222,-0.031937579019010016,1.0619492555005163
8,76,test,-0.0005422441410045664,0.05531704277298386,1.060882688980482
8,77,test,-3.773349670477266e-05,0.05863874368056177,1.060347752437744
8,78,test,0.0005671941340974485,0.05451020692692132,1.059706342986657
8,79,test,0.0007733095723544414,0.055250385501147393,1.0594877971914554
8,80,test,-0.0012755931913450702,0.012895756231035898,1.0616602646571138
8,81,test,-0.0013689340576872322,-0.018906252042134246,1.0617592347004643
8,82,test,-0.00038614294984129494,0.035091044525275554,1.0607171736787502
8,83,test,0.008414736265183187,0.14913033155247127,1.0513855332990445
8,84,test,0.0008305621154627296,0.07987155911961658,1.059427091876673
8,85,test,0.008454904801547203,0.15352094839597885,1.0513429422889
8,86,test,-0.0012730266879878993,0.013006962672546567,1.0616575433737307
8,87,test,-0.0012384527660138644,-0.0015905419136179775,1.061620884376545
8,88,test,-0.001189251347932574,0.012939476732715961,1.061568715731971
8,89,test,-0.0007577475288627067,0.03763218801012341,1.0611111888913396
8,90,test,0.0003879240530246797,0.06642085236957358,1.0598964244417637
