paired_condition_id,semantic_hash,task_family,coverage_marginal,coverage_pairwise,coverage_task_factor,coverage_score,information_variance,information_score,prediction_dual_history,prediction_latent_context,disagreement_raw,disagreement_score,active_score,sampling_strategy
active_round2_candidates-aaf737e538082b8c,aaf737e538082b8cb60b198ba0c464e11ad1101dddbe1a4dec425e3ff683ad79,bandit,0.011855906424185597,0.018833210645492572,0.02894132543158264,0.275,0.003967197086387058,0.5743571428571429,1.0072749506116425,0.7740948208869263,0.23318012972471625,0.943,0.5283428571428572,coverage
active_round2_candidates-b13f77dd593701c9,b13f77dd593701c97366a3b94fc25adb24f396cd6809337f2c3cd27141563d67,bandit,0.011855906424185597,0.018833210645492572,0.02894132543158264,0.275,0.0030174559400956685,0.41664285714285715,0.8163080309196808,0.8163061377373765,1.8931823043688567e-06,7.142857142857143e-05,0.27667142857142857,coverage
active_round2_candidates-b9bcbab6fb8599b8,b9bcbab6fb8599b8d0c5d5a1a7eb3e857e0c53b49e717332cb4e64a2441d1066,bandit,0.011832150080940698,0.018763546822216405,0.029032907548582464,0.2747857142857143,0.005448574411543516,0.7552857142857143,-0.6557250916385227,-0.31956950527548766,0.336155586363035,0.9907142857142858,0.6101714285714287,coverage
active_round2_candidates-48e4ab839ba73d56,48e4ab839ba73d569191230c923cd33cbf76753882e1c0260428ffab68f3fac3,bandit,0.011832150080940698,0.018763546822216405,0.029032907548582464,0.2747857142857143,0.0029267983505837977,0.40085714285714286,-0.7879739635117802,-0.8537422036226483,0.06576824011086813,0.5130714285714286,0.3728714285714286,coverage
active_round2_candidates-714865d1b948ef16,714865d1b948ef16333dd2114be486d5c482fbae188cdd6f80e3590d01b69f58,bandit,0.011832150080940698,0.018763546822216405,0.029032907548582464,0.2747857142857143,0.002868293180464953,0.3894285714285714,-0.2277340647534989,-0.19914077707669026,0.028593287676808632,0.35364285714285715,0.3364142857142857,coverage
active_round2_candidates-f5174c16fa341db0,f5174c16fa341db0cbf682e169a162d9323704902599ef63d8ad64a1fef779b2,bandit,0.011839268449754536,0.01885787379323143,0.028931373911855213,0.27464285714285713,0.006863874053975268,0.8583571428571428,0.6457128032622906,0.8571287273405022,0.21141592407821153,0.9205,0.6373000000000001,coverage
active_round2_candidates-73cc0a9b1e35871e,73cc0a9b1e35871e8dfce53ac515c2d59b4af26d33b5be149229ee42cc0c9698,bandit,0.011869612031428127,0.01883058389277072,0.028925300588547108,0.2744285714285714,0.005120396616804536,0.722,1.285606817398745,1.458494130938449,0.172887313539704,0.8472857142857143,0.5680285714285714,coverage
active_round2_candidates-388792163b934b56,388792163b934b56d743709205a0bb0c258c385357efa22694381640e831e700,bandit,0.011869612031428127,0.01883058389277072,0.028925300588547108,0.2744285714285714,0.002981605643716349,0.4105714285714286,1.0039645986404788,0.8235094123207858,0.18045518631969304,0.8624285714285714,0.4464857142857143,coverage
active_round2_candidates-7f05db6682402f3e,7f05db6682402f3ec4190e58a7e62db9d0f9e3685070201de17060cf75d9e63f,bandit,0.011869612031428127,0.01883058389277072,0.028925300588547108,0.2744285714285714,0.002454669013497485,0.31314285714285717,0.14948783672528854,0.10726699100482706,0.042220845720461475,0.41814285714285715,0.31865714285714286,coverage
active_round2_candidates-f2f103838099cb36,f2f103838099cb36bfbd7dbba0f0c83ff4ecab9292a8e2791c53981c410503c0,bandit,0.011871690809090615,0.018905959945162296,0.028847596904399024,0.2742142857142857,0.005463200618367642,0.7575714285714286,0.4375366244890822,0.8838493123266393,0.4463126878375571,0.999,0.6125142857142857,coverage
active_round2_candidates-9a7d8d9730714180,9a7d8d973071418028700748df56b77fe09e8c956e49cef9e014ea9560510121,bandit,0.011871690809090615,0.018905959945162296,0.028847596904399024,0.2742142857142857,0.005309848571081469,0.7415,-0.7414890925706445,-0.38502368869293435,0.3564654038777102,0.9937142857142857,0.6050285714285715,coverage
active_round2_candidates-9bba21c05cdb399c,9bba21c05cdb399cc78aecb2f8381cbe5899c0dd2745dff9744a7e86e120faf5,bandit,0.011871690809090615,0.018905959945162296,0.028847596904399024,0.2742142857142857,0.0031378695537181435,0.43864285714285717,0.10270028349950841,0.11705867758538596,0.014358394085877552,0.2327857142857143,0.3317,coverage
active_round2_candidates-19bf96f82b286e4e,19bf96f82b286e4eea227ffc3a21795f608fe3a9a73d43f7f6a1b95998e1a64b,bandit,0.011839957262217246,0.01879375654821274,0.028986420766715038,0.2739285714285714,0.007674112995012085,0.8993571428571429,0.2869390174509727,0.6290306561724206,0.3420916387214479,0.9921428571428571,0.6677428571428571,coverage
active_round2_candidates-622608d25ad88da1,622608d25ad88da115a50eff60de4e0fde7514bcf94a9fa56a22ce3da7af7952,bandit,0.011839957262217246,0.01879375654821274,0.028986420766715038,0.2739285714285714,0.00310695183434163,0.43314285714285716,-0.547183353932951,-0.36407527310322185,0.18310808082972918,0.8682857142857143,0.4564857142857143,coverage
active_round2_candidates-8c49ec082b2e3adb,8c49ec082b2e3adb7631b39409b1a1a2130db9020181d7a891f48971e3bd820a,bandit,0.011839957262217246,0.01879375654821274,0.028986420766715038,0.2739285714285714,0.0020812126058613323,0.24042857142857144,-0.31752554186206333,-0.43928072734139745,0.12175518547933412,0.7345,0.35264285714285715,coverage
active_round2_candidates-03c39f5d62e89d2c,03c39f5d62e89d2cdac720bfe2dbed1d263c35f3dbda14fb6c22c5dc05b18b92,bandit,0.011839957262217246,0.01879375654821274,0.028986420766715038,0.2739285714285714,0.0020006601132780432,0.22678571428571428,-0.2841687848042347,-0.36407527310322185,0.07990648829898717,0.5722142857142857,0.3147285714285714,coverage
active_round2_candidates-8533ffd35fa8de53,8533ffd35fa8de53dd819f3d4952dbe2476bca66d6fc64715a505ebe4a91befb,bandit,0.011797261351154362,0.018626006240670314,0.028536810692790425,0.07542857142857143,0.012014456441691803,0.9818571428571429,-1.3846336433431021,-1.1669224733922032,0.2177111699508989,0.9290714285714285,0.6087285714285715,information
