artifact_id,random_index,layer,rank,row_set_sha256,maximum_intervention_norm_error,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples
das_002_outcome_history_outcome_history_L30_r2,0,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.02378225326538086,0.13494787275070275,0.2330313736451545,0.08549286583546084,-0.014350787370260297,1.092480592285967,0.625,24
das_002_outcome_history_outcome_history_L30_r2,1,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.030538558959960938,0.0017537380084428067,0.11219286546981362,0.05457691101995127,-0.05715122745110452,1.173576589561847,0.2916666666666667,24
das_002_outcome_history_outcome_history_L30_r2,2,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.025734663009643555,-0.0054806355893712855,-0.05986766267286121,-0.015864795860522526,0.01812711059142379,1.1778214163165757,0.16666666666666666,24
das_002_outcome_history_outcome_history_L30_r2,3,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.030613422393798828,0.05971980034931024,0.45696725106600256,0.10915382203990237,-0.0934691215688755,1.1389934766706205,0.2916666666666667,24
das_002_outcome_history_outcome_history_L30_r2,4,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.0222625732421875,0.026176422659545118,0.17968466364593075,0.05981689919164418,-0.052721769565509516,1.1591315686045125,0.25,24
das_002_outcome_history_outcome_history_L30_r2,5,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.026900529861450195,0.037562889327983684,0.2526653677425221,0.07232047973350693,-0.06180002329347704,1.1523350495936675,0.2916666666666667,24
das_002_outcome_history_outcome_history_L30_r2,6,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.03235220909118652,-0.06513887348755665,-0.019047288501641967,-0.004707420197943978,-0.03107963654589028,1.2122598144813908,0.041666666666666664,24
das_002_outcome_history_outcome_history_L30_r2,7,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.024613380432128906,-0.06515683779727022,-0.09140249970615531,-0.0368333423063954,0.010835764942065066,1.2122700372417652,0.20833333333333334,24
das_002_outcome_history_outcome_history_L30_r2,8,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.02904987335205078,-0.015099874947737346,0.25837732627962795,0.10780761716061815,-0.13359761497822203,1.1834420007408686,0.25,24
das_002_outcome_history_outcome_history_L30_r2,9,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.02545785903930664,-0.010293515041320589,-0.2287964191063424,-0.06063053609717947,0.0692764308292011,1.180636957933988,0.16666666666666666,24
das_002_outcome_history_outcome_history_L30_r2,10,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.02459716796875,-0.011488768387819093,0.12438513210523554,0.047990717968973924,-0.06004251207937913,1.1813351427305088,0.2916666666666667,24
das_002_outcome_history_outcome_history_L30_r2,11,30,2,a01b72def64b1899c8a9acf5ff68985d66f74135093d3d341b80719e4b55042a,0.02485203742980957,-0.010965746186825998,0.06327471122977722,0.017743568713555567,-0.02548212917570577,1.181029679922607,0.16666666666666666,24
