job_index,contrast_family,random_index,control_role,abstraction,layer,rank,row_set_sha256,global_cfr,correlation,slope,intercept,rmse,sign_accuracy
4,same_total_evidence,-1,candidate_matched_subset,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.615435714194768,0.8525646791545072,0.4247528029867096,0.10937499999999994,0.9353025185917587,0.8
4,same_total_evidence,-1,candidate_matched_subset,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.6182544323046267,0.8779228392431025,0.4126746679196804,0.09408290611372248,0.991251532958198,0.8
4,same_total_evidence,-1,candidate_matched_subset,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.534217447058476,0.8482093399361671,0.3412747534818005,0.11458654324816651,1.27278852884649,0.8
4,same_total_evidence,-1,candidate_matched_subset,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-114.36368096313961,0.774572334047334,10.013894513749474,-0.11987756857176878,0.7218398788452797,0.8
4,same_total_evidence,0,random_subspace,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.0027475446503948397,0.06804138174397725,0.0034532748210301637,-0.026041666666666657,1.5103007318707282,0.2
4,same_total_evidence,0,random_subspace,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.0005505318863234798,0.09453378520858255,0.004526761476388983,-0.026573188339698184,1.604783254240549,0.2
4,same_total_evidence,0,random_subspace,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.0017970109737104334,0.06560893146923846,0.0026891385372725817,-0.02596851967492042,1.8666139615334103,0.2
4,same_total_evidence,0,random_subspace,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-1.4559951777368383,0.17071364218805793,0.22483212225131352,-0.03302384697349083,0.10532223679615328,0.2
4,same_total_evidence,1,random_subspace,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.04629272660984074,0.46656947481584354,0.027626198568241275,-0.020833333333333322,1.4729064928134383,0.4
4,same_total_evidence,1,random_subspace,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.04499388355485756,0.4827223978979049,0.026967755581440076,-0.021872121515533242,1.5678335253627973,0.4
4,same_total_evidence,1,random_subspace,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.03771070689843603,0.462101137908917,0.022097036820251378,-0.020458464995842352,1.8294370528211836,0.4
4,same_total_evidence,1,random_subspace,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.33459806134843184,0.7218190822636459,1.10908614612102,-0.05208125479483954,0.07763929155570762,0.4
4,same_total_evidence,2,random_subspace,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.03177766595669207,0.6123724356957945,0.020719648926180962,-0.031249999999999993,1.4840727041751496,0.2
4,same_total_evidence,2,random_subspace,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.029211669412709362,0.6109490268906859,0.019503577568336632,-0.031778090909570546,1.5807352712950624,0.2
4,same_total_evidence,2,random_subspace,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.02611424183963751,0.611850196932889,0.0167187597457062,-0.0310214256460015,1.840427235405382,0.2
4,same_total_evidence,2,random_subspace,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.5170263175023053,0.4520344075145132,0.39689019135387554,-0.03916428457292822,0.08277570275900632,0.2
4,same_total_evidence,3,random_subspace,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.02765634898109981,0.22821773229381928,0.0172663741051508,-0.00520833333333333,1.4872278881455059,0.3
4,same_total_evidence,3,random_subspace,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.030050533423025994,0.2565428940886241,0.018312780774703257,-0.006364252530750467,1.5800521622862074,0.3
4,same_total_evidence,3,random_subspace,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.022294424630741716,0.2200590460445136,0.01344569268636292,-0.0048425983746021315,1.8440330051866685,0.3
4,same_total_evidence,3,random_subspace,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-1.7888164657043832,0.3471573328693911,0.6815696103979749,-0.024323972041246707,0.11223189244436763,0.3
4,same_total_evidence,4,random_subspace,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.01863637762874104,-0.1516196087157807,-0.006906549642060313,-0.010416666666666663,1.5222192862380293,0.1
4,same_total_evidence,4,random_subspace,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.01609520574300216,-0.13303388905727423,-0.005717558270022343,-0.010512973281481734,1.617201261408018,0.1
4,same_total_evidence,4,random_subspace,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-0.015416282267694204,-0.16207237173382827,-0.005962205596615864,-0.010352653053680208,1.8792592890216528,0.1
4,same_total_evidence,4,random_subspace,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-1.1494324977514592,0.05062985206809521,0.05984729679278818,-0.01463584049482776,0.09852994138790191,0.1
4,same_total_evidence,5,random_subspace,O,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.09395922554487879,0.6556100681071858,0.04834584749442223,0.01041666666666666,1.4356266131744388,0.5
4,same_total_evidence,5,random_subspace,O_star,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.08902440413476798,0.6569812533822853,0.045709775331181625,0.009114452255478285,1.5312645969833572,0.5
4,same_total_evidence,5,random_subspace,H,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,0.07631991928372739,0.6517825747616985,0.038815796565957565,0.011020109358156144,1.7923607837370983,0.5
4,same_total_evidence,5,random_subspace,E,28,2,c63d51be0258aab08f6353db5580c1addd8c368d0aa504ae402b4e6486b5e25f,-1.1362562609380875,0.4498768091885296,0.8608733898831427,-0.005722995783723185,0.09822747793055428,0.5
