model,theory,source_task,target_task,response_mapping,layer,rank,n_train,n_selection,n_test,global_cfr,correlation,slope,bootstrap_low,bootstrap_high,random_mean,random_max,random_p,mapping_gap,controller_hash,split_hash,endpoint_id,metric_id,mapping_averaged_cfr,mapping_sign_consistent,status
Qwen/Qwen3.5-4B,dual_history,bandit,bandit,pooled,8,2,24,2,6,0.43762397679168785,-2.0302208131262833e-15,-3.2325144410331744e-15,0.4223881567339163,0.4719707921677889,0.012026895427571738,0.17672022656417874,0.3333333333333333,0.8752479535833769,236ede1a3c257890fb3e19a2beacf51a4800278864ed848dbdb3b301dc26de8f,7065120938d0994e65bb1805c89edb119210495caa9f3c389f3eee9db9db3849,cognitive_counterfactual_recovery,global_cfr_v1,0.43762397679168846,False,available
Qwen/Qwen3.5-4B,dual_history,bandit,bandit,continue_x,8,2,24,2,3,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.8752479535833769,236ede1a3c257890fb3e19a2beacf51a4800278864ed848dbdb3b301dc26de8f,7065120938d0994e65bb1805c89edb119210495caa9f3c389f3eee9db9db3849,cognitive_counterfactual_recovery,global_cfr_v1,0.43762397679168846,False,available
Qwen/Qwen3.5-4B,dual_history,bandit,bandit,continue_y,8,2,24,2,3,0.8752479535833769,,4.37301068770256e-18,0.8447763134678344,0.9439415843355777,0.02405379085514353,0.3534404531283578,0.3333333333333333,0.8752479535833769,236ede1a3c257890fb3e19a2beacf51a4800278864ed848dbdb3b301dc26de8f,7065120938d0994e65bb1805c89edb119210495caa9f3c389f3eee9db9db3849,cognitive_counterfactual_recovery,global_cfr_v1,0.43762397679168846,False,available
