method,split,dataset,n,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,mean_cfr,median_cfr,fraction_behavioral_effect_recovered,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
random_001,mech_task_holdout,fresh_signed_history,24,-0.3484745065246764,-0.2226724916386838,-0.09090504848819948,0.0,0.2514171802724909,0.16666666666666666,-1.0337481649695535,4.981445515528371e-07,0.0,24,0.1,16,0.6666666666666666,8.621117397744626e-08,-0.8482172447501625,5.084697708435115e-07
random_001,mech_task_holdout,original_pairs,18,0.016777160321430284,0.22818919751064362,0.040377713308206054,-0.02297964894608573,0.6942714873134705,0.16666666666666666,-5.952449395683605,1.963852125363985e-08,0.0,18,0.1,12,0.6666666666666666,1.0402221195526806e-08,1.0402221195526806e-08,0.05968119915164474
random_002,mech_pair_test,fresh_signed_history,32,0.10157364736380659,0.3333139115786408,0.07933984460331828,0.007812500000000005,0.3505865306004753,0.3125,0.09292290289041064,3.07839139457311e-07,0.0,32,0.1,32,1.0,3.07839139457311e-07,7.055515927056888e-08,0.4844335838294306
random_002,mech_pair_test,original_pairs,24,0.0544961571550896,-0.3470108293969797,-0.08675529246696677,0.1410940004730945,1.146346854089982,0.375,0.08059871080676288,1.2929977144526816e-08,0.0,24,0.1,24,1.0,1.2929977144526816e-08,5.832357707902247e-09,0.20176608327053505
random_002,mech_pair_validation,original_pairs,22,0.07456616214223832,0.09210618685096568,0.024744823959796523,0.01792689647403665,1.0999371935995097,0.4090909090909091,0.07660011761178476,1.318748477086018e-08,0.0,22,0.1,22,1.0,1.318748477086018e-08,5.832357707902247e-09,0.18181163237958486
random_002,mech_task_holdout,fresh_signed_history,24,-0.18249624697536637,-0.05900207985181473,-0.02180461950923412,0.010416666666666671,0.23543632313845647,0.25,-0.8415085566870228,2.8701525311980447e-07,0.0,24,0.1,16,0.6666666666666666,8.621117397744626e-08,-0.21205424915512638,5.084697708435115e-07
random_002,mech_task_holdout,original_pairs,18,0.09153165862507862,0.20071849264595593,0.034346527457765785,0.015175024552260406,0.6673570447632432,0.3333333333333333,-3.814848193654596,5.660879443991629e-05,0.0,18,0.1,12,0.6666666666666666,1.963852125363985e-08,1.0402221195526806e-08,0.23872473769101524
random_003,mech_pair_test,fresh_signed_history,32,-0.0720584018325705,-0.05963376181717863,-0.012829871417635537,-0.003906250000000001,0.38296863597401537,0.1875,-0.13084036015241252,1.4002773429666604e-07,0.0,32,0.1,32,1.0,1.4002773429666604e-07,2.3741729360260422e-08,4.4965422718590276e-07
random_003,mech_pair_test,original_pairs,24,0.04756045857215663,0.02391319892327477,0.006436494111401059,0.02387334976507569,1.1505436582698405,0.3333333333333333,0.052535762631614635,1.2929977144526816e-08,0.0,24,0.1,24,1.0,1.2929977144526816e-08,5.832357707902247e-09,0.1581361660496774
random_003,mech_pair_validation,original_pairs,22,-0.04224761159100843,0.026758390004562822,0.007280366403008149,-0.030826395643528286,1.1672950782352334,0.09090909090909091,-0.04857607503260059,5.832357707902247e-09,0.0,22,0.1,22,1.0,5.832357707902247e-09,-0.12880372621893343,1.3058730957693498e-08
