split,dataset,frozen_cfr,random_mean,random_sd,empirical_p
mech_pair_test,fresh_signed_history,0.0802934382451678,-0.020909112670011082,0.06201871356351508,0.09523809523809523
mech_pair_test,original_pairs,0.9701537135603004,0.019939550824565586,0.03774253898861518,0.047619047619047616
mech_pair_validation,original_pairs,0.9631422012770984,0.025076710854480194,0.04934817900097915,0.047619047619047616
mech_task_holdout,fresh_signed_history,-0.4259557531678795,-0.1864665986933038,0.15486577452111772,0.9523809523809523
mech_task_holdout,original_pairs,0.8996357062744417,0.011991262632964425,0.04292731782153722,0.047619047619047616
