theory,split,endpoint_id,metric_id,selected_global_cfr,random_mean_global_cfr,random_max_global_cfr,finite_sample_random_p,named_control_global_cfr,response_mapping_cfr,response_mapping_cfr_gap,shuffled_source_status,shuffled_target_status,passes_random_control,passes_named_controls,passes_response_mapping_control
dual_history,neural_task_holdout,cognitive_counterfactual_recovery,global_cfr_v1,-0.13820532978197786,-0.0642477419664213,0.12414882263615412,0.8243512974051896,"{""output_readout_direction"": -0.07275358027276524, ""pca_variance_subspace"": -0.14922900641846004, ""predictive_ridge_direction"": -0.0414518333145959}","{""continue_x"": -0.16314669835088447, ""continue_y"": -0.1132639612130717}",0.04988273713781277,uninformative_control,uninformative_control,False,False,False
dual_history,neural_test,cognitive_counterfactual_recovery,global_cfr_v1,0.46796033475491994,-0.14347656961054336,0.15562345966292968,0.001996007984031936,"{""output_readout_direction"": -0.2786014260505829, ""pca_variance_subspace"": -0.08426986668584058, ""predictive_ridge_direction"": -0.1794754382518784}","{""continue_x"": 0.14131323999407952, ""continue_y"": 0.79460742951576}",0.6532941895216805,uninformative_control,uninformative_control,True,True,False
latent_context,neural_task_holdout,cognitive_counterfactual_recovery,global_cfr_v1,0.22140866698875616,-0.05391621963959753,0.10532355686539707,0.001996007984031936,"{""output_readout_direction"": -0.10943907390460028, ""pca_variance_subspace"": 0.014887211559417302, ""predictive_ridge_direction"": -0.041394458414646174, ""shuffled_source_base"": 0.12604121222136466}","{""continue_x"": 0.3738180797392854, ""continue_y"": 0.06899925423822673}",0.30481882550105865,informative_control,informative_control,True,True,False
latent_context,neural_test,cognitive_counterfactual_recovery,global_cfr_v1,0.7764361148307808,0.012807681461054422,0.20886517398628346,0.001996007984031936,"{""output_readout_direction"": -0.027785591028886447, ""pca_variance_subspace"": -0.0796314606377484, ""predictive_ridge_direction"": 0.12109407442872833, ""shuffled_source_base"": 0.714697543041799}","{""continue_x"": 0.8212872447447206, ""continue_y"": 0.731584984916841}",0.0897022598278796,informative_control,informative_control,True,True,True
outcome_history,neural_task_holdout,cognitive_counterfactual_recovery,global_cfr_v1,-0.3019734419752824,-0.05168602371926871,0.15420323870380626,1.0,"{""output_readout_direction"": -0.013744831519137968, ""pca_variance_subspace"": -0.05533677134622095, ""predictive_ridge_direction"": 0.024913934975999807}","{""continue_x"": -0.45536573959617477, ""continue_y"": -0.14858114435438963}",0.30678459524178514,uninformative_control,uninformative_control,False,False,False
outcome_history,neural_test,cognitive_counterfactual_recovery,global_cfr_v1,0.24651732649982083,-0.1519011092755258,0.14406281748868988,0.001996007984031936,"{""output_readout_direction"": -0.08622434384879973, ""pca_variance_subspace"": -0.1528679497990315, ""predictive_ridge_direction"": -0.16116451289124356}","{""continue_x"": -0.14246774344693525, ""continue_y"": 0.635502396446577}",0.7779701398935123,uninformative_control,uninformative_control,True,True,False
