target,layer,random_index,split,r2,pearson_r,mse
outcome_history,30,81,test,0.033168432497503564,0.2032973493054483,2.8363313990803527
outcome_history,30,82,test,0.0071461533247692,0.13175424189859083,2.912671280786864
outcome_history,30,83,test,0.0885386641064424,0.3056384404437041,2.6738953225541495
outcome_history,30,84,test,-0.004155572890147452,0.07296123531289805,2.9458264259069007
outcome_history,30,85,test,0.08685740707808598,0.2995459683615326,2.6788275178400047
outcome_history,30,86,test,-0.011350472799261935,-0.028737382142251352,2.966933639625808
outcome_history,30,87,test,0.025773861564460376,0.17444607217550137,2.858024374801342
outcome_history,30,88,test,0.02283758698204652,0.18672674007340836,2.866638334124097
outcome_history,30,89,test,-0.00581955776572296,0.07433415778812184,2.9507079509923724
outcome_history,30,90,test,-0.05375657881992968,0.018916540512817003,3.091337697232088
outcome_history,30,91,test,-0.009053896153051966,0.02115079433762701,2.9601963208714497
outcome_history,30,92,test,-0.012008282940694226,0.007607866979997289,2.9688634148022617
outcome_history,30,93,test,0.07065585330746738,0.28328630711305697,2.7263569709713287
outcome_history,30,94,test,-0.009482415387097598,-0.061461269784584806,2.9614534401045063
outcome_history,30,95,test,-0.024067665809502037,-0.06593812132739416,3.0042412483712333
outcome_history,30,96,test,0.0026965168686273744,0.11661866559360486,2.9257248922112913
outcome_history,30,97,test,0.14081977624253095,0.3755210704428935,2.5205215965457195
outcome_history,30,98,test,-0.003904142858823567,0.087107882794062,2.9450888218438083
outcome_history,30,99,test,0.15763273353620544,0.4066154784102781,2.4711985083405725
outcome_history,30,0,transfer,-0.5845784889672268,-0.03724754713473392,2.7530290603040144
outcome_history,30,1,transfer,-1.0833730449847412,0.07605952017976277,3.6196291797671134
outcome_history,30,2,transfer,-0.3414328062670242,-0.06279498427573063,2.330590452799378
outcome_history,30,3,transfer,-0.2153400579166933,0.03840647865633929,2.1115183128460493
outcome_history,30,4,transfer,-0.2941003252541947,-0.13834593205119447,2.248355526204143
outcome_history,30,5,transfer,-0.257919332379859,0.11556274418848977,2.185495071195304
outcome_history,30,6,transfer,-0.1722649527326674,-0.03033789279154974,2.036680103711602
outcome_history,30,7,transfer,-0.3061945105060788,-0.05035799921418199,2.2693678292809305
outcome_history,30,8,transfer,-0.7207043778143842,-0.23745370618219752,2.989532667077191
outcome_history,30,9,transfer,-0.1552634195792133,-0.003218904323573004,2.0071418289167147
