target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2
outcome_history,9,validation,-0.0033186681178400956,0.03244988146577296,3.0398302078762103,1.0,-0.29986756168049145
outcome_history,9,test,-0.004590649891257348,0.08454630910052889,2.947102783238139,1.0,-0.10100126815258725
outcome_history,9,transfer,-0.29951302972869875,0.3714193714392004,2.257759498816977,1.0,-0.29951302972869875
outcome_history,10,validation,0.008204785038659734,0.12419268194561212,3.004916733107634,1.0,-0.474501771454059
outcome_history,10,test,0.021417431470548864,0.18857783075933493,2.870804552733644,1.0,-0.11105397085539886
outcome_history,10,transfer,-0.1730346602068058,0.33953712957971927,2.038017384924857,1.0,-0.1730346602068055
outcome_history,11,validation,0.0029682024458195233,0.10479004176633608,3.0207824021693046,1.0,-0.32343069379312483
outcome_history,11,test,0.021458353293651644,0.1920962337481209,2.870684503021083,1.0,-0.061994296338527044
outcome_history,11,transfer,-0.2122449493134766,0.34358070193910795,2.106140905548908,1.0,-0.2122449493134766
outcome_history,12,validation,0.01687534995313933,0.16058971568612898,2.9786468689219796,1.0,-0.007101357099009609
outcome_history,12,test,0.05935850852381519,0.26658006374970644,2.7594992625691006,1.0,0.06278225241382232
outcome_history,12,transfer,-0.02600821923320762,0.41645384188647355,1.7825752800044496,1.0,-0.026008219233207397
outcome_history,13,validation,0.03875958043856087,0.22239920301654464,2.9123425659924775,1.0,0.06875459172535534
outcome_history,13,test,0.06286721257425332,0.27781268671144765,2.7492060038435446,1.0,0.09334524916681067
outcome_history,13,transfer,-0.031344312941940844,0.4947214411937306,1.7918461499240725,1.0,-0.03134431294194073
outcome_history,14,validation,0.09505694349640881,0.3270168383007398,2.7417742009404678,1.0,0.1246382209384247
outcome_history,14,test,0.11048171630932868,0.36152622386360034,2.6095224058573074,1.0,0.1553458388253835
outcome_history,14,transfer,0.009436757926158501,0.4009146714948259,1.7209935705208463,1.0,0.009436757926158465
outcome_history,15,validation,0.11207247880469295,0.3504881243307107,2.690220950834658,1.0,0.0070179902532789
outcome_history,15,test,0.0740971724728755,0.33469028473122847,2.7162613949359615,1.0,0.0895488836457303
outcome_history,15,transfer,-0.21013863277901357,0.2570059454491265,2.1024814146054487,1.0,-0.21013863277901335
outcome_history,16,validation,0.1782517018334605,0.4314144567746019,2.4897127696463097,1.0,0.061690458622794514
outcome_history,16,test,0.17067052758820078,0.43476831204271504,2.4329503730009794,1.0,0.18175388850029048
outcome_history,16,transfer,-0.03643695916568457,0.3332123787363368,1.800694056888247,1.0,-0.03643695916568442
outcome_history,17,validation,0.16528129965542449,0.4125709752939019,2.529010174949314,1.0,0.09431860461753927
outcome_history,17,test,0.1430525887197095,0.4026754894444276,2.5139713386205993,1.0,0.16942379009454672
outcome_history,17,transfer,0.11930884342159742,0.6085678322465466,1.5301030299820209,1.0,0.11930884342159764
outcome_history,18,validation,0.1891197614579586,0.4408896690825491,2.456784990071028,1.0,0.13913362384897973
outcome_history,18,test,0.177683968219436,0.44055388391499395,2.412375494659611,1.0,0.20907682682399895
outcome_history,18,transfer,0.1920713974161986,0.6134396949655231,1.403686177144623,1.0,0.1920713974161988
outcome_history,19,validation,0.06209512089235458,0.2630511671246869,2.8416411198391525,1.0,-0.05684553921235477
outcome_history,19,test,0.03452521057236069,0.23483994863160793,2.8323511067681637,1.0,0.03585274843757505
outcome_history,19,transfer,-0.18608976085632967,0.49871811510399194,2.060699171736666,1.0,-0.1860897608563293
outcome_history,20,validation,0.051092925143812806,0.24138453369854254,2.8749753017418223,1.0,-0.07997065493356956
outcome_history,20,test,0.027745689394046424,0.21605384029121696,2.8522397507006896,1.0,0.02158912287353118
outcome_history,20,transfer,-0.24111534612700924,0.460607728480971,2.156300012190553,1.0,-0.2411153461270091
outcome_history,21,validation,0.05850158620251911,0.2567533527680235,2.8525287228015346,1.0,-0.06320094541567
outcome_history,21,test,0.03390124803924843,0.229813649987517,2.834181585399605,1.0,0.03270661586555382
outcome_history,21,transfer,-0.25159893511848996,0.43979319794968985,2.1745140832200294,1.0,-0.2515989351184897
outcome_history,22,validation,0.043900052894480956,0.22582743331304608,2.89676808905827,1.0,-0.11549296112519619
outcome_history,22,test,0.022680304975265075,0.20065172512641785,2.8670997422010855,1.0,0.008980718536380772
outcome_history,22,transfer,-0.33378399120949154,0.40700390050375734,2.3173014865052455,1.0,-0.3337839912094915
outcome_history,23,validation,0.026868615305799204,0.18385562003911352,2.948369519501855,1.0,-0.14021098250361472
outcome_history,23,test,0.011268519698804935,0.1672979886945196,2.9005777604900396,1.0,-0.013188670575541378
outcome_history,23,transfer,-0.3083216182819739,0.41899524549276124,2.273063442696231,1.0,-0.30832161828197346
outcome_history,24,validation,0.02643826754722367,0.18260479073753585,2.9496733765494505,1.0,-0.14135570251973933
