target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy
outcome_history,3,bandit,False,-0.6031193158058599,0.4707699931591452,4.282662614730501,1.0
outcome_history,3,debugging,False,0.07829515510529006,0.49840835448077786,2.920599243455371,1.0
outcome_history,3,foraging,False,0.06612795631453483,0.48631385628071666,3.1891555029168996,1.0
outcome_history,3,solvability,False,-0.6699421065817601,0.8556689843944532,3.0083036210946323,1.0
outcome_history,4,bandit,False,0.15058389990954146,0.6370198637318263,2.2691776839947493,1.0
outcome_history,4,debugging,False,0.12068641799694024,0.473696774487176,2.7862743660108844,1.0
outcome_history,4,foraging,False,0.2469404937889107,0.5367971563723781,2.571684080807395,1.0
outcome_history,4,solvability,False,0.07356524294677613,0.8187554164774291,1.6689183555326372,1.0
outcome_history,5,bandit,False,0.2714550312910039,0.6162373333859923,1.9462757823933992,1.0
outcome_history,5,debugging,False,0.019767366623537064,0.4590692217162229,3.1060558087622945,1.0
outcome_history,5,foraging,False,0.16233344700699748,0.5047897022435054,2.8606155577206978,1.0
outcome_history,5,solvability,False,0.1693696314713582,0.7558506857113054,1.496332319298604,1.0
outcome_history,6,bandit,False,0.2461020230095139,0.6147356563775632,2.0140052269004722,1.0
