target,layer,control,shared_variance
outcome_history,15,continuation_cost,0.0002517438216209182
outcome_history,15,response_mapping_sign,0.0009199822356812699
outcome_history,15,task_identity,0.3881757797045201
outcome_history,16,persistence_logit,0.05347615799721016
outcome_history,16,success_evidence,0.0351279609535507
outcome_history,16,continuation_value,0.004850020535692881
outcome_history,16,disengagement_value,0.01982893742461654
outcome_history,16,continuation_cost,0.0001447270354814158
outcome_history,16,response_mapping_sign,0.0010392413968454324
outcome_history,16,task_identity,0.45625927662098126
outcome_history,17,persistence_logit,0.3240235795696043
outcome_history,17,success_evidence,0.1965771861261506
outcome_history,17,continuation_value,0.02845040086284751
outcome_history,17,disengagement_value,0.021065439850184532
outcome_history,17,continuation_cost,0.005644545878793519
outcome_history,17,response_mapping_sign,0.012839405404975968
outcome_history,17,task_identity,0.10874438374889753
outcome_history,18,persistence_logit,0.274996418419513
outcome_history,18,success_evidence,0.18094139448263505
outcome_history,18,continuation_value,0.024973208259975302
outcome_history,18,disengagement_value,0.018181550769297526
outcome_history,18,continuation_cost,0.004478127682856245
outcome_history,18,response_mapping_sign,0.005425169392842604
outcome_history,18,task_identity,0.13697573631176954
outcome_history,19,persistence_logit,0.5358666678550342
outcome_history,19,success_evidence,0.2817113462883874
outcome_history,19,continuation_value,0.04085806892274265
outcome_history,19,disengagement_value,0.03625265564388148
outcome_history,19,continuation_cost,0.0037902870179971505
outcome_history,19,response_mapping_sign,0.0014340957697432965
outcome_history,19,task_identity,0.04577697325283043
outcome_history,20,persistence_logit,0.5447194113273093
outcome_history,20,success_evidence,0.3104917857395853
outcome_history,20,continuation_value,0.04160725618066654
outcome_history,20,disengagement_value,0.02990326955334274
outcome_history,20,continuation_cost,0.004184635117624577
outcome_history,20,response_mapping_sign,0.0020079386928622445
outcome_history,20,task_identity,0.0380803488040562
outcome_history,21,persistence_logit,0.5408725406014555
outcome_history,21,success_evidence,0.3160300155918143
outcome_history,21,continuation_value,0.04139245949356712
outcome_history,21,disengagement_value,0.03534284603761464
outcome_history,21,continuation_cost,0.004716045030279406
outcome_history,21,response_mapping_sign,0.0018201631455848802
outcome_history,21,task_identity,0.04540380256779443
outcome_history,22,persistence_logit,0.5877557768874159
outcome_history,22,success_evidence,0.3286966305376152
outcome_history,22,continuation_value,0.04107425675955215
outcome_history,22,disengagement_value,0.024151049046311397
outcome_history,22,continuation_cost,0.005650687908431566
outcome_history,22,response_mapping_sign,0.0057754123068123045
outcome_history,22,task_identity,0.050743573339420894
outcome_history,23,persistence_logit,0.5984654761160938
outcome_history,23,success_evidence,0.31397867611471236
outcome_history,23,continuation_value,0.039973761479835765
outcome_history,23,disengagement_value,0.023765417128202966
outcome_history,23,continuation_cost,0.005360981482181993
outcome_history,23,response_mapping_sign,0.0048063488865384705
outcome_history,23,task_identity,0.044486831030893986
outcome_history,24,persistence_logit,0.5963159690191694
outcome_history,24,success_evidence,0.3174484928411013
outcome_history,24,continuation_value,0.03930560738713051
outcome_history,24,disengagement_value,0.024326786335297057
outcome_history,24,continuation_cost,0.0051880698252598926
outcome_history,24,response_mapping_sign,0.007479289483032623
outcome_history,24,task_identity,0.04095354445243598
outcome_history,25,persistence_logit,0.6152446445676836
outcome_history,25,success_evidence,0.3134666652244924
outcome_history,25,continuation_value,0.03941689363626801
outcome_history,25,disengagement_value,0.025429816137124073
outcome_history,25,continuation_cost,0.004993687764278243
outcome_history,25,response_mapping_sign,0.005056047315634524
outcome_history,25,task_identity,0.04075296775770257
outcome_history,26,persistence_logit,0.6211103284722921
outcome_history,26,success_evidence,0.31095531242091556
outcome_history,26,continuation_value,0.03904275966535985
outcome_history,26,disengagement_value,0.026582725806723006
outcome_history,26,continuation_cost,0.005048252181432194
outcome_history,26,response_mapping_sign,0.005640190294671519
outcome_history,26,task_identity,0.03932435976314507
outcome_history,27,persistence_logit,0.5961640270521643
outcome_history,27,success_evidence,0.29253687059593475
outcome_history,27,continuation_value,0.03715752998324075
outcome_history,27,disengagement_value,0.027124487525689515
outcome_history,27,continuation_cost,0.004297820317908093
outcome_history,27,response_mapping_sign,0.0017337561887611822
outcome_history,27,task_identity,0.028173141844451622
outcome_history,28,persistence_logit,0.602253566675205
outcome_history,28,success_evidence,0.2967618165073784
outcome_history,28,continuation_value,0.03799997279050618
outcome_history,28,disengagement_value,0.0292194948156418
outcome_history,28,continuation_cost,0.004631406747914804
outcome_history,28,response_mapping_sign,0.003988500001351392
outcome_history,28,task_identity,0.025297922953530103
outcome_history,29,persistence_logit,0.6075763657517285
outcome_history,29,success_evidence,0.2920075358569139
outcome_history,29,continuation_value,0.036200409880540574
outcome_history,29,disengagement_value,0.02644655160849211
outcome_history,29,continuation_cost,0.004887393585879361
outcome_history,29,response_mapping_sign,0.004048474294418037
outcome_history,29,task_identity,0.03041942983227793
outcome_history,30,persistence_logit,0.5670462528695408
outcome_history,30,success_evidence,0.2968901350319324
outcome_history,30,continuation_value,0.03489161937069363
outcome_history,30,disengagement_value,0.02462374099766562
outcome_history,30,continuation_cost,0.005545378198077246
outcome_history,30,response_mapping_sign,0.008565274182416871
outcome_history,30,task_identity,0.027710415676568553
outcome_history,31,persistence_logit,0.2942778765827385
outcome_history,31,success_evidence,0.2464290915511956
outcome_history,31,continuation_value,0.02451514361381671
outcome_history,31,disengagement_value,0.037352247620539694
outcome_history,31,continuation_cost,0.005288001222846956
outcome_history,31,response_mapping_sign,0.0016148803433107396
outcome_history,31,task_identity,0.08591435518345197
