job_index,contrast_family,random_index,control_role,abstraction,layer,rank,row_set_sha256,global_cfr,correlation,slope,intercept,rmse,sign_accuracy
5,same_effect_different_cause,-1,candidate_matched_subset,O,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-169.24557979530084,0.9434563530497253,12.715530039449945,0.017857142857140285,0.12774195600077856,1.0
5,same_effect_different_cause,-1,candidate_matched_subset,O_star,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-3.890594767310583,-0.531334026350054,-1.123238797151228,0.10151970443666283,0.16754650745173982,0.8
5,same_effect_different_cause,-1,candidate_matched_subset,H,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,0.7592797448685665,0.9434563530497263,0.529841886842349,0.017857142857142665,0.11527632865206648,0.6
5,same_effect_different_cause,-1,candidate_matched_subset,E,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,0.5482958883050943,0.7725542015018724,0.42743575173885184,-0.015330893216972162,0.18582504796611735,0.6
5,same_effect_different_cause,0,random_subspace,O,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-52.20125164617484,-0.46656947481583283,-2.8256733420999276,0.04464285714285756,0.07140959407865685,0.5
5,same_effect_different_cause,0,random_subspace,O_star,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,0.6903347943973648,0.7541588359827175,0.7164077386295375,0.004640455757100703,0.04216001385828437,0.7
5,same_effect_different_cause,0,random_subspace,H,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-0.22227930910468485,-0.466569474815844,-0.11774264152052222,0.0446428571428572,0.2597580701131696,0.1
5,same_effect_different_cause,0,random_subspace,E,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-0.16051373958157256,-0.721570261179209,-0.17939630330660078,0.06491960794614028,0.2978532717514261,0.1
5,same_effect_different_cause,1,random_subspace,O,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-52.20125164617507,-0.29777500019127945,-2.1192550065749955,0.017857142857143297,0.071409594078657,0.5
5,same_effect_different_cause,1,random_subspace,O_star,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-0.2104637668842615,0.2873494627952962,0.3207725420387574,-0.002212905750003913,0.0833547660521678,0.6
5,same_effect_different_cause,1,random_subspace,H,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-0.22227930910468507,-0.2977750001912796,-0.08830698114039168,0.0178571428571429,0.25975807011316965,0.1
5,same_effect_different_cause,1,random_subspace,E,28,2,f02eff24c94f09388323b8df4a6a095d143ab8b930617d597ebffb6e1d67371b,-0.16051373958157278,-0.3676560770819118,-0.10741525511274695,0.028917752920986715,0.2978532717514262,0.1
