layer,target_variable,theory,pair_split,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
3,outcome_history,dual_history,mech_pair_test,-0.034012663474331406,0.1346712806900445,0.028712869096263,-0.0537401905289497,1.1988016253950098,0.041666666666666664,24,0.1,24,1.0,5.832357707902247e-09,4.352686655550997e-09,1.2801223331360134e-08
3,outcome_history,dual_history,mech_pair_train,-0.02795460870533306,0.04184573069406684,0.009943661549485429,-0.027021097321846717,1.195284707929162,0.08333333333333333,24,0.1,24,1.0,5.832357707902247e-09,4.352686655550997e-09,1.2801223331360134e-08
3,outcome_history,dual_history,mech_pair_validation,0.02014183062896502,-0.12601914059146643,-0.03726496192559626,0.05850126739853877,1.1318185537719652,0.2727272727272727,22,0.1,22,1.0,1.318748477086018e-08,7.542385660475048e-09,0.11860212783412916
3,outcome_history,dual_history,mech_task_holdout,-0.02011451444704293,0.20166595522173797,0.028315341607325305,-0.030003635282726707,0.7071764897682363,0.05555555555555555,18,0.1,12,0.6666666666666666,1.0402221195526806e-08,1.0402221195526806e-08,1.963852125363985e-08
3,outcome_history,latent_context,mech_pair_test,-0.03312466851869744,0.07103880160013573,0.013260955155860642,-0.03683822580818076,1.2680093291434542,0.041666666666666664,24,0.1,24,1.0,5.318037232804329e-09,3.311873775224683e-09,1.0962072694020719e-08
3,outcome_history,latent_context,mech_pair_train,-0.027405705851374584,0.0027405156833073168,0.0005874277934531931,-0.0163283800497072,1.2527900230677267,0.08333333333333333,24,0.1,24,1.0,6.332528723618225e-09,3.540132104129512e-09,1.131993940250986e-08
3,outcome_history,latent_context,mech_pair_validation,0.02077974681949535,-0.08938109289318155,-0.024396091416565596,0.04441918875415364,1.1458805942917436,0.2727272727272727,22,0.1,22,1.0,1.3200615378572422e-08,7.640017840593316e-09,0.12215923578834703
3,outcome_history,latent_context,mech_task_holdout,-0.019629868258361105,0.18268251307425087,0.023779634440661994,-0.02779651300375678,0.7389904474325996,0.05555555555555555,18,0.1,13,0.7222222222222222,1.0038851971927443e-08,9.0806243635555e-09,2.496680984176436e-08
3,outcome_history,outcome_history,mech_pair_test,-0.03423025608730845,0.1335720152516757,0.028900944376134247,-0.05385554297968665,1.1945414130449634,0.041666666666666664,24,0.1,24,1.0,5.903684652253105e-09,4.3960713957957864e-09,1.276723407550584e-08
3,outcome_history,outcome_history,mech_pair_train,-0.028127957249940216,0.040684661078339644,0.009811170783294049,-0.02683524054666023,1.1910121056162113,0.08333333333333333,24,0.1,24,1.0,5.903684652253105e-09,4.3960713957957864e-09,1.276723407550584e-08
3,outcome_history,outcome_history,mech_pair_validation,0.020236539909057383,-0.1268225865488103,-0.03808678662623505,0.059297432619050065,1.1278559727772928,0.2727272727272727,22,0.1,22,1.0,1.3188799941055152e-08,7.584441519270513e-09,0.11916625340798567
3,outcome_history,outcome_history,mech_task_holdout,-0.019756667761432034,0.2057507379328078,0.028808802406297657,-0.030628669859142966,0.7175520084295269,0.05555555555555555,18,0.1,12,0.6666666666666666,1.0047554455105967e-08,1.0047554455105967e-08,1.9274847495864833e-08
4,contextual_outcome_history,dual_history,mech_pair_test,,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,18,0.1,0,0.0,,,
4,contextual_outcome_history,dual_history,mech_pair_train,,,0.0,0.0,0.041666666666666664,0.8888888888888888,18,0.1,0,0.0,,,
4,contextual_outcome_history,dual_history,mech_pair_validation,,,0.0,0.0,0.05892556509887896,0.7777777777777778,18,0.1,0,0.0,,,
4,contextual_outcome_history,dual_history,mech_task_holdout,0.026485653396899678,0.17627553475698865,0.02831534160732538,-0.009170301949393417,0.6908353123821505,0.16666666666666666,18,0.1,12,0.6666666666666666,1.963852125363985e-08,1.0402221195526806e-08,1.963852125363985e-08
4,contextual_outcome_history,latent_context,mech_pair_test,-0.051308234190837965,0.0672078610237171,0.014899958939349351,-0.04364270301993085,1.117879353060774,0.0,18,0.1,18,1.0,8.418975794288741e-09,5.13954068193101e-09,1.209999428430919e-08
4,contextual_outcome_history,latent_context,mech_pair_train,-0.006820989307447567,-0.34969904897677223,-0.06500329717007963,0.07006935131564544,1.1047435258482763,0.05555555555555555,18,0.1,18,1.0,1.1698410906646473e-08,5.13954068193101e-09,1.1960954338086083e-08
4,contextual_outcome_history,latent_context,mech_pair_validation,0.002545378504234197,0.24227409984262555,0.06240084295424779,-0.0669127472924944,1.0950430264610551,0.1111111111111111,18,0.1,18,1.0,1.1698410906646473e-08,6.779258238109875e-09,1.1960954338086083e-08
4,contextual_outcome_history,latent_context,mech_task_holdout,0.01812569648340412,0.18329341702972943,0.04562083443616841,-0.030252222274468825,0.8489781903259871,0.16666666666666666,18,0.1,18,1.0,1.2307144525713909e-08,8.47965508921078e-09,4.7533242897301875e-08
4,contextual_outcome_history,outcome_history,mech_pair_test,,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,18,0.1,0,0.0,,,
4,contextual_outcome_history,outcome_history,mech_pair_train,,,0.0,0.0,0.041666666666666664,0.8888888888888888,18,0.1,0,0.0,,,
4,contextual_outcome_history,outcome_history,mech_pair_validation,,,0.0,0.0,0.05892556509887896,0.7777777777777778,18,0.1,0,0.0,,,
4,contextual_outcome_history,outcome_history,mech_task_holdout,0.026475689819958292,0.17984602961799928,0.028808802406297795,-0.0097953365258097,0.7010976444681011,0.16666666666666666,18,0.1,12,0.6666666666666666,1.9274847495864833e-08,1.0047554455105967e-08,1.9274847495864833e-08
4,outcome_history,dual_history,mech_pair_test,0.017904605918687366,0.17000489973270352,0.04921687737341175,-0.04598914739222202,1.1683184402180395,0.16666666666666666,24,0.1,24,1.0,9.25241361304785e-09,5.4624399448144345e-09,1.318748477086018e-08
4,outcome_history,dual_history,mech_pair_train,-0.00575239800123617,-0.0037351042376301304,-0.001194525942945519,0.0013690061584992613,1.1823061065360623,0.16666666666666666,24,0.1,24,1.0,5.832357707902247e-09,4.352686655550997e-09,1.2801223331360134e-08
4,outcome_history,dual_history,mech_pair_validation,0.01599576521693291,-0.003234495698367286,-0.0007871270346614578,0.012239284408190382,1.1342105531686062,0.18181818181818182,22,0.1,22,1.0,1.2672469518193452e-08,5.832357707902247e-09,1.318748477086018e-08
4,outcome_history,dual_history,mech_task_holdout,-0.019361442357214154,-0.12523420310568956,-0.018093557551321103,0.010297353828371872,0.7069154145693954,0.1111111111111111,18,0.1,12,0.6666666666666666,1.0402221195526806e-08,1.0402221195526806e-08,1.963852125363985e-08
4,outcome_history,latent_context,mech_pair_test,0.019888167946559898,0.24385760166686735,0.06181110319151684,-0.06418429900319429,1.2350481772556618,0.16666666666666666,24,0.1,24,1.0,8.612617174996728e-09,4.636372563648905e-09,1.2172293756274044e-08
