artifact_id,comparison,metric,estimate,ci_lower,ci_upper,bootstrap_valid,bootstrap_samples,confidence,resampling_unit,stratified_by
das_002_outcome_history_outcome_history_L30_r2,persistence_state,rmse,0.9180517158327501,0.8556148954068772,0.9882785562282481,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,persistence_state,sign_accuracy,0.6666666666666666,0.56,0.7727272727272727,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,response_mapping,global_cfr,0.8076041844660693,0.7299633128617741,0.8858067321725738,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,response_mapping,correlation,0.7342830121331817,0.5639736250216703,0.9004675931817803,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,response_mapping,slope,0.9582118503116546,0.6034389256604201,1.356700218580285,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,response_mapping,intercept,-0.4073525485811128,-0.9006385406248133,0.010273651162214644,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,response_mapping,rmse,0.5152172585685377,0.3970594032487101,0.6108678926832494,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,response_mapping,sign_accuracy,1.0,1.0,1.0,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,task_id,global_cfr,-0.004392158970336402,-0.03394707618683657,0.025592609436001876,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,task_id,correlation,-0.0632632725020193,-0.41737067653041643,0.2218665632983314,1996,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,task_id,slope,-0.014518590981238347,-0.09096404737759639,0.049004435189416766,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,task_id,intercept,0.016588937334103677,-0.0615806853366994,0.10850859869147798,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,task_id,rmse,1.177183722173482,1.1491432640338382,1.2081578120451135,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,task_id,sign_accuracy,0.125,0.0,0.2608695652173913,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_source,global_cfr,0.5315829389065676,0.092087013128921,0.918554354943759,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_source,correlation,0.6028768944189625,0.40819980392238653,0.787478171953633,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_source,slope,1.943987033879263,0.943907760181651,3.0063471929740926,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_source,intercept,-1.3774489527776166,-2.775991702664656,-0.06928953263796885,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_source,rmse,0.8039128003541293,0.33584315117647,1.109180959975862,2000,2000,0.95,contrast_id,task_family
