candidate_index,target_variable,theory,scope,layer,rank,pair_split,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
0,contextual_outcome_history,latent_context,shared,30,8,mech_pair_test,0.9301290076517662,0.30208446578576115,0.25891791816049325,0.6618137761526273,0.2881896354464604,1.0,18,0.1,18,1.0,0.9364297157509038,0.904488418564695,0.9780929986349491
0,contextual_outcome_history,latent_context,shared,30,8,mech_task_holdout,0.6725030824784228,0.7877577599667992,1.5015828350571907,-0.7659729941761436,0.4903116301858692,0.7777777777777778,18,0.1,18,1.0,0.7552780749679948,0.3112811014493742,0.9481914423938705
1,outcome_history,dual_history,shared,28,2,mech_pair_test,0.9682648384627148,0.8564300106887597,1.1770732454213224,-0.14587920665036713,0.21001714531231006,1.0,24,0.1,24,1.0,0.9807555998595925,0.9677701915233404,0.9979409671772692
1,outcome_history,dual_history,shared,28,2,mech_task_holdout,0.8728057199204062,0.8414109201074753,0.8446616750892032,-0.0084892193496279,0.24971069384161768,0.7777777777777778,18,0.1,12,0.6666666666666666,0.9646666893836935,0.9104120567064289,0.9973958045152416
2,outcome_history,outcome_history,shared,30,2,mech_pair_test,0.9667386365148124,0.8764929935909971,1.2983131345595678,-0.30116049870422834,0.21422128273086596,1.0,24,0.1,24,1.0,0.9811898992153507,0.9632844089910291,0.9984352429204227
2,outcome_history,outcome_history,shared,30,2,mech_task_holdout,0.8783020358507125,0.8005560011800481,0.6056215494727503,0.1967057473940977,0.247883011720039,0.8888888888888888,18,0.1,12,0.6666666666666666,0.9848901924695053,0.9064676631683988,0.9882421682954405
