pair_split,method,median,max
mech_pair_test,random_045,0.010191227432921468,0.15338935187054387
mech_pair_test,random_046,0.00912241997098081,0.11521002004619413
mech_pair_test,random_047,0.007939595527530886,0.0827264280488137
mech_pair_test,random_048,0.00858430219629621,0.12401310584048765
mech_pair_test,random_049,0.007759276431177147,0.08579343498954012
mech_pair_test,random_050,0.007813654288281312,0.07279995279988892
mech_pair_test,random_051,0.009913216650068075,0.11238302327927968
mech_pair_test,random_052,0.008605209238138786,0.12268906432442404
mech_pair_test,random_053,0.007237080367810342,0.0695405000452536
mech_pair_test,random_054,0.007389919724419701,0.10417863995017067
mech_pair_test,random_055,0.00886855001556966,0.06952575964453139
mech_pair_test,random_056,0.006053538877780982,0.10107209553949648
mech_pair_test,random_057,0.009970236526328547,0.10521756445692806
mech_pair_test,random_058,0.007476682461462784,0.13803597655034516
mech_pair_test,random_059,0.010228991095958255,0.11514417423531023
mech_pair_test,random_060,0.006983469057613861,0.09791310134161238
mech_pair_test,random_061,0.010273823019113313,0.1309906775179917
mech_pair_test,random_062,0.006476636881466238,0.08513367672591778
mech_pair_test,random_063,0.007433810481899844,0.10543748623981253
mech_pair_test,random_064,0.007742575503742991,0.10340395663758388
mech_pair_test,random_065,0.00744688689926829,0.12908755549606615
mech_pair_test,random_066,0.007249294457302834,0.13383557234393598
mech_pair_test,random_067,0.005248503322095014,0.07860922626130533
mech_pair_test,random_068,0.006174043930671929,0.06446461380146815
mech_pair_test,random_069,0.007310847158778749,0.10124789259489154
mech_pair_test,random_070,0.008263733242332396,0.09536576824288237
mech_pair_test,random_071,0.010435929263495415,0.09643224127088433
mech_pair_test,random_072,0.008415895131156998,0.08696595923801846
mech_pair_test,random_073,0.01006119062550679,0.1299501188534651
mech_pair_test,random_074,0.005704865062828322,0.11491475818577458
mech_pair_test,random_075,0.007135133317163804,0.15112149209575798
mech_pair_test,random_076,0.00859127833544613,0.09270965108373878
mech_pair_test,random_077,0.008135413982050995,0.07614107734628721
mech_pair_test,random_078,0.009095082604514745,0.07875585739106997
mech_pair_test,random_079,0.007977527914772102,0.1317029634439533
mech_pair_test,random_080,0.008543513492928222,0.11691565135280733
mech_pair_test,random_081,0.008502368291243033,0.056649744293590765
mech_pair_test,random_082,0.006854339752125572,0.08100655315152608
mech_pair_test,random_083,0.009588144887099914,0.1462377273505707
mech_pair_test,random_084,0.0056979834966383435,0.08020285132187621
mech_pair_test,random_085,0.0050004234080561275,0.12722605603533083
mech_pair_test,random_086,0.010184639593739789,0.10776324610900404
mech_pair_test,random_087,0.006515644045909439,0.07651616618256643
mech_pair_test,random_088,0.008749637098393399,0.12988039311874458
mech_pair_test,random_089,0.00832308747215619,0.0966866297198447
mech_pair_test,random_090,0.007759333003423057,0.11029591739973928
mech_pair_test,random_091,0.006932614370057639,0.1416169728042619
mech_pair_test,random_092,0.007770608167313658,0.06976313777383994
mech_pair_test,random_093,0.007775727733836813,0.07723551345366256
mech_pair_test,random_094,0.007364785411579485,0.11506705332070166
mech_pair_test,random_095,0.008744088794877258,0.0917761981307471
mech_pair_test,random_096,0.008042071838804982,0.12601551976471684
