split,control,recovery_difference,low,high
mech_pair_test,ridge_persistence_rank2,0.6217162872154116,0.5949721389305347,0.6589828007589872
mech_pair_test,direct_DAS_75001,-0.023267450587940885,-0.036335648906858954,-0.001585398083429988
mech_pair_test,pca_rank2,0.6247185389041782,0.583641124933972,0.679662489324823
mech_pair_test,output_rank2,0.14786089567175387,0.10699998040665472,0.20434013753251204
mech_task_holdout,ridge_persistence_rank2,0.6316964285714286,0.5670283879061015,0.680268359077125
mech_task_holdout,direct_DAS_75001,-0.014508928571428492,-0.04033203703433978,0.017834963603275703
mech_task_holdout,pca_rank2,0.6238839285714286,0.5423340961098398,0.7132985257985258
mech_task_holdout,output_rank2,0.1328125,0.09806029305789095,0.17527283485273493
