split,method,endpoint,n,recovery
mech_pair_test,random_094,natural_effect,128,0.0002501876407305925
mech_pair_test,random_094,original_prediction,128,-0.07198976838195148
mech_pair_test,random_094,global_prediction,128,-0.0504504582230596
mech_pair_test,random_094,task_prediction,128,-0.04751600958870883
mech_pair_test,random_095,natural_effect,128,0.035026269702276736
mech_pair_test,random_095,original_prediction,128,-0.008029668992073136
mech_pair_test,random_095,global_prediction,128,0.002282648833246026
mech_pair_test,random_095,task_prediction,128,0.007327236087636968
mech_pair_test,random_096,natural_effect,128,0.02626970227670755
mech_pair_test,random_096,original_prediction,128,-0.013584543477254796
mech_pair_test,random_096,global_prediction,128,-0.002304910294069984
mech_pair_test,random_096,task_prediction,128,0.0016922221201547405
mech_pair_test,random_097,natural_effect,128,0.0295221416062047
mech_pair_test,random_097,original_prediction,128,0.027889063721290408
mech_pair_test,random_097,global_prediction,128,0.02840035643471106
mech_pair_test,random_097,task_prediction,128,0.029474076989186693
mech_pair_test,random_098,natural_effect,128,0.021766324743557663
mech_pair_test,random_098,original_prediction,128,-0.0085980572598503
mech_pair_test,random_098,global_prediction,128,0.0006180670948574551
mech_pair_test,random_098,task_prediction,128,0.0064629774474730395
mech_pair_test,ridge_persistence_rank2,natural_effect,128,0.15686765073805353
mech_pair_test,ridge_persistence_rank2,original_prediction,128,0.15342658348678606
mech_pair_test,ridge_persistence_rank2,global_prediction,128,0.14288923888064808
mech_pair_test,ridge_persistence_rank2,task_prediction,128,0.15051853822130767
mech_task_holdout,direct_DAS_75001,natural_effect,96,0.8303571428571428
mech_task_holdout,direct_DAS_75001,original_prediction,96,-1.4927114692853114
mech_task_holdout,direct_DAS_75001,global_prediction,96,-0.5726359036395186
mech_task_holdout,direct_DAS_75001,task_prediction,96,-0.722010476565323
mech_task_holdout,frozen,natural_effect,96,0.8158482142857143
mech_task_holdout,frozen,original_prediction,96,-0.427507630467882
mech_task_holdout,frozen,global_prediction,96,0.025047102220713824
mech_task_holdout,frozen,task_prediction,96,-0.04484837094321126
mech_task_holdout,output_rank2,natural_effect,96,0.6830357142857143
mech_task_holdout,output_rank2,original_prediction,96,-0.05137183243350307
mech_task_holdout,output_rank2,global_prediction,96,0.14796897053451818
mech_task_holdout,output_rank2,task_prediction,96,0.11905620034855202
mech_task_holdout,pca_rank2,natural_effect,96,0.1919642857142857
mech_task_holdout,pca_rank2,original_prediction,96,-0.10406718074068944
mech_task_holdout,pca_rank2,global_prediction,96,-0.0328037984954459
mech_task_holdout,pca_rank2,task_prediction,96,-0.0432429436362447
mech_task_holdout,random_000,natural_effect,96,-0.015625
mech_task_holdout,random_000,original_prediction,96,-0.16282186866739412
mech_task_holdout,random_000,global_prediction,96,-0.11185878075421685
mech_task_holdout,random_000,task_prediction,96,-0.120027900501807
mech_task_holdout,random_001,natural_effect,96,-0.04241071428571419
mech_task_holdout,random_001,original_prediction,96,-0.15076561859383308
mech_task_holdout,random_001,global_prediction,96,-0.10497508730881111
mech_task_holdout,random_001,task_prediction,96,-0.11271511815895119
mech_task_holdout,random_002,natural_effect,96,-0.008928571428571397
mech_task_holdout,random_002,original_prediction,96,-0.19983791941429074
mech_task_holdout,random_002,global_prediction,96,-0.14127429537708847
mech_task_holdout,random_002,task_prediction,96,-0.15111082033934853
mech_task_holdout,random_003,natural_effect,96,-0.05022321428571419
mech_task_holdout,random_003,original_prediction,96,-0.20065669238114325
mech_task_holdout,random_003,global_prediction,96,-0.13720513445791815
mech_task_holdout,random_003,task_prediction,96,-0.1474910309406794
mech_task_holdout,random_004,natural_effect,96,-0.015625
mech_task_holdout,random_004,original_prediction,96,-0.2007152652542028
mech_task_holdout,random_004,global_prediction,96,-0.14062297662893508
mech_task_holdout,random_004,task_prediction,96,-0.15077700120320103
mech_task_holdout,random_005,natural_effect,96,0.0323660714285714
mech_task_holdout,random_005,original_prediction,96,-0.08019130949474396
mech_task_holdout,random_005,global_prediction,96,-0.04821759988051899
mech_task_holdout,random_005,task_prediction,96,-0.05300221610007183
mech_task_holdout,random_006,natural_effect,96,-0.06584821428571419
mech_task_holdout,random_006,original_prediction,96,-0.15967992536728293
mech_task_holdout,random_006,global_prediction,96,-0.1100362344771626
mech_task_holdout,random_006,task_prediction,96,-0.11838784241252132
mech_task_holdout,random_007,natural_effect,96,-0.0714285714285714
mech_task_holdout,random_007,original_prediction,96,-0.267050254839198
mech_task_holdout,random_007,global_prediction,96,-0.19064031138921034
mech_task_holdout,random_007,task_prediction,96,-0.20388085699710867
mech_task_holdout,random_008,natural_effect,96,-0.0323660714285714
mech_task_holdout,random_008,original_prediction,96,-0.22239619967080593
