comparison,global_cfr,correlation,slope,intercept,rmse,sign_accuracy
true,0.706559489426196,0.8823403738289819,0.5419995042802453,-0.012952455163213557,0.9550607546448927,0.5053571428571428
shuffled,-0.2648867362747571,0.0915551938004069,0.05624005330138101,-0.005545105062812595,1.9828816048690108,0.3
