pair_split,method,median,max
mech_task_holdout,random_084,0.018708626530156265,1.1985526383103342
mech_task_holdout,random_085,0.015663634336761177,2.069967161794449
mech_task_holdout,random_086,0.020924569842941013,0.8811556473819875
mech_task_holdout,random_087,0.02133980908823601,1.8769922547378757
mech_task_holdout,random_088,0.01854546057967434,1.033005081700348
mech_task_holdout,random_089,0.01770829599471333,1.7075687901766121
mech_task_holdout,random_090,0.021125861175681174,0.5251150012134423
mech_task_holdout,random_091,0.019975522096346888,0.3660419989890959
mech_task_holdout,random_092,0.020052305644517605,0.1849780286494573
mech_task_holdout,random_093,0.020067056314259632,1.491302438689934
mech_task_holdout,random_094,0.021301703389052018,0.8369816044032701
mech_task_holdout,random_095,0.01694542197894205,0.46005434918171634
mech_task_holdout,random_096,0.022952011858601257,0.6953953442739498
mech_task_holdout,random_097,0.013484983917869307,1.6309867415659722
mech_task_holdout,random_098,0.021599647210513183,0.741326183810432
mech_task_holdout,ridge_persistence,0.04298099352174413,0.5268688960763744
mech_task_holdout,selected,0.0,0.0
