architecture,variant,sharing,heldout_task,sensitivity,source_tasks,source_rows,target_rows,heldout_outcomes_used_for_population,r2,mse,correlation
latent_motivation,M4,ontology_conditioned,effort,without_information_sampling,5,17332,3418,False,0.20875879593373758,0.9395604817971288,0.5803740062571138
immediate_state,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.6031375138109781,0.5192195817567669,0.778725615089415
immediate_state,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.5904776696519913,0.535782595944518,0.768726729761937
immediate_state,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.5506067483417886,0.5879461634455299,0.7431263092841405
choice_perseveration,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.607090120502043,0.5140483426893225,0.7816289310880663
choice_perseveration,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.5945661550239236,0.5304335852954685,0.771408401193094
choice_perseveration,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.5563588494740281,0.5804206258902329,0.7467822095470488
outcome_history,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.6869705117761145,0.4095399429507394,0.8337219436455678
outcome_history,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.6797669001113216,0.41896450779598016,0.8252433084477372
outcome_history,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.648521251850423,0.4598435351324562,0.8093749441399313
dual_history,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.6853215553037206,0.4116972909484124,0.8329390758700924
dual_history,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.6803678593917448,0.41817826612010256,0.8256430334150207
dual_history,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.6510936087923368,0.4564780920835672,0.8106329322611863
dynamic_reevaluation,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.49229069962621097,0.6642416952166732,0.7093391008811466
dynamic_reevaluation,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.48000685872740567,0.6803127801788497,0.6972675637565077
dynamic_reevaluation,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.4392827558428788,0.7335925745735573,0.6665579007757407
latent_context,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.6863164628854801,0.410395642351065,0.833528071296961
latent_context,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.6784988564283267,0.42062350337668203,0.8244045925537413
latent_context,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.6477370934514091,0.46086945824218817,0.808593185550046
latent_motivation,M1,fully_shared,foraging,without_information_sampling,5,17236,3514,False,0.4297015909898988,0.7461277185612848,0.6618756186951792
latent_motivation,M3,random_effects,foraging,without_information_sampling,5,17236,3514,False,0.4123678639049777,0.7688056254951038,0.6437122064593643
latent_motivation,M4,ontology_conditioned,foraging,without_information_sampling,5,17236,3514,False,0.3744723411880977,0.8183847571597201,0.6213103080872905
immediate_state,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.3282263527711179,1.258508364117314,0.7683546690830071
immediate_state,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.3661551554536614,1.1874521153141024,0.77190965876645
immediate_state,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.44973707705620347,1.030868796126594,0.7761530639819741
choice_perseveration,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.3483751858201183,1.2207613119309533,0.7829567026379786
choice_perseveration,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.3817271217351451,1.1582794172009196,0.7851019148198328
choice_perseveration,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.46544877742907864,1.0014343185829526,0.7894569373696664
outcome_history,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.4632393969063865,1.005573397093692,0.8533854018677243
outcome_history,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.49151947223580683,0.9525931834655486,0.8557914621024851
outcome_history,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.5757039683883007,0.7948809942870142,0.8566151391235348
dual_history,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.4654320176185849,1.0014657166018754,0.855942914119171
dual_history,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.490589944934151,0.9543345704470638,0.8556635633000245
dual_history,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.5753516494101256,0.7955410326536572,0.8569141405161665
dynamic_reevaluation,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.285999224771343,1.3376171442839504,0.7260112451200802
dynamic_reevaluation,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.3048903083736547,1.302226374165443,0.7287792020261925
dynamic_reevaluation,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.3800180689669679,1.1614811760259962,0.7328202390767359
latent_context,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.46268900439832017,1.0066045086560556,0.8512782158093722
latent_context,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.48964429025272904,0.9561061706446086,0.8534645131906651
latent_context,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.5733500475979076,0.7992908561733798,0.8543711278548537
latent_motivation,M1,fully_shared,solvability,without_information_sampling,5,17324,3426,False,0.11382483470383298,1.6601705979369656,0.5249735071166419
latent_motivation,M3,random_effects,solvability,without_information_sampling,5,17324,3426,False,0.14741823340354088,1.5972363440895452,0.5414429474310667
latent_motivation,M4,ontology_conditioned,solvability,without_information_sampling,5,17324,3426,False,0.20083122471200976,1.4971718408278825,0.5325527466757606
immediate_state,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-0.5572107774759585,1.4222103234298051,0.7250429213937596
immediate_state,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-0.46485035334740243,1.3378569715445203,0.7326558380558162
immediate_state,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-0.6637141742587276,1.519480540522901,0.7313150707035492
choice_perseveration,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-0.6044612502735474,1.4653644751809207,0.6950260344325122
choice_perseveration,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-0.5229732168381129,1.3909409455828814,0.7046271703012015
choice_perseveration,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-0.7264340575613111,1.5767630014507852,0.6964906913636204
outcome_history,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-0.3570194145111605,1.2393743020072558,0.7376239484416248
outcome_history,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-0.27868088505547295,1.1678272340536315,0.7417760600376706
outcome_history,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-0.5990566771714196,1.4604284448305298,0.7221147257704098
dual_history,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-0.35522467384141465,1.2377351541505164,0.7374794962511337
dual_history,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-0.285089221245566,1.1736800074979123,0.7425600394088768
dual_history,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-0.6020713636332251,1.4631817767942563,0.7233298482180516
dynamic_reevaluation,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-0.6326815385134157,1.4911382405859865,0.6502564948190936
dynamic_reevaluation,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-0.5088325464257122,1.3780261830268885,0.6500700096933995
dynamic_reevaluation,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-0.32125706535434784,1.2067123252879832,0.6537909730959097
latent_context,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-0.35287358755007503,1.2355878923647756,0.7382668736381544
latent_context,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-0.27880064443961894,1.1679366110467295,0.7440085674375607
latent_context,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-0.6014035331027916,1.4625718430021053,0.7226083201448152
latent_motivation,M1,fully_shared,waiting,without_information_sampling,5,17388,3362,False,-1.3918151131182723,2.1844596729069017,0.046976824684243745
latent_motivation,M3,random_effects,waiting,without_information_sampling,5,17388,3362,False,-1.3524488421418068,2.148506211893478,0.03112349254779802
latent_motivation,M4,ontology_conditioned,waiting,without_information_sampling,5,17388,3362,False,-1.5928482499707983,2.3680644916756015,0.006473695043240033
