architecture,task_family,parameter,estimate_mean,interval_low,interval_high,probability_positive
dual_history,waiting,factor_progress_evidence,0.16256105774450572,0.15276926480819286,0.17561253776984925,1.0
dual_history,waiting,factor_progress_evidence__available,-0.20465844188032215,-0.21200064584692507,-0.1957543190048871,0.0
dual_history,waiting,factor_success_evidence,0.5465803606816415,0.5293820991420992,0.5634043661017117,1.0
dual_history,waiting,factor_success_evidence__available,0.0,0.0,0.0,0.0
dual_history,waiting,factor_uncertainty,0.012415724612716457,-0.002709789479334609,0.028507923378876775,0.91
dual_history,waiting,factor_uncertainty__available,0.0,0.0,0.0,0.0
dual_history,waiting,history_action_1,0.029386475907273515,-0.0004355812975223057,0.05411492293078952,0.97
dual_history,waiting,history_action_1__available,0.011106310260072345,0.0066258901595581,0.014580183564685982,1.0
dual_history,waiting,history_action_kernel,-0.005863953877195443,-0.03370787175251224,0.021975432551568776,0.32
dual_history,waiting,history_action_kernel__available,0.011106310260077957,0.006625890159569147,0.014580183564721958,1.0
dual_history,waiting,history_outcome_1,0.02475859030043022,-0.014974056360321905,0.06425788197780845,0.89
dual_history,waiting,history_outcome_1__available,0.011106310260077589,0.006625890159564961,0.014580183564724769,1.0
dual_history,waiting,history_outcome_kernel,0.2109031378486396,0.17407436343949761,0.25218617197825216,1.0
dual_history,waiting,history_outcome_kernel__available,0.011106310260076403,0.006625890159567085,0.014580183564717502,1.0
dual_history,waiting,intercept,-0.5054586602203223,-0.5222482484283295,-0.485886784609985,0.0
dual_history,waiting,response_mapping,0.19545722863851853,0.186711239147531,0.2058173824085991,1.0
dual_history,waiting,response_mapping__available,0.0,0.0,0.0,0.0
