theory,method,split,n,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,mean_cfr,median_cfr,fraction_behavioral_effect_recovered,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
outcome_history,random_003,mech_pair_test,128,-0.03589532903480497,0.05269773379867848,0.013697341235299467,0.0015027187255207024,0.3424667885119342,0.2421875,-0.09270002226571308,1.0590678212185622e-07,0.0,128,0.1,128,1.0,1.0590678212185622e-07,3.231657885738315e-08,4.909410021847194e-07
outcome_history,random_003,mech_task_holdout,96,-0.1415763599863349,-0.0241470825277541,-0.008817002656225372,0.0007573122528835654,0.22434937295739021,0.17708333333333334,-1.9174204734238176,1.0590042776037478e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.611606761022017e-08,4.96632786561868e-07
outcome_history,random_004,mech_pair_test,128,0.0017709166633529394,0.13229708600499865,0.032813489893871284,0.004576490753676646,0.3361829108474865,0.2265625,-0.03909971125344427,1.0945097950187943e-07,0.0,128,0.1,128,1.0,1.0945097950187943e-07,5.791656898512798e-08,4.909410021847194e-07
outcome_history,random_004,mech_task_holdout,96,-0.07056797464282183,0.06132435633045599,0.022039054032881145,-0.001242452289830638,0.21725986256702892,0.20833333333333334,-1.5485006910846117,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,2.2830254037264908e-07,8.611606761022017e-08,4.994517993350822e-07
outcome_history,random_005,mech_pair_test,128,-0.09165597566333572,-0.07420933944324233,-0.01763411071882692,0.0029481955601229678,0.3515632106388869,0.1640625,-0.12382623148807506,9.45951300623804e-08,0.0,128,0.1,128,1.0,9.45951300623804e-08,3.231657885738315e-08,4.1643407711067226e-07
outcome_history,random_005,mech_task_holdout,96,-0.17606996181286805,-0.09512517459836302,-0.03564311563583823,-0.00871267738639344,0.22771359280977027,0.17708333333333334,-0.7976526554138065,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0472488304325012e-07,-0.21704861687920418,4.96632786561868e-07
outcome_history,random_006,mech_pair_test,128,-0.047164067095964324,0.005775742837562677,0.0013606207395779574,0.00014927205423096351,0.3443244713623839,0.1796875,-0.1104447157904539,1.0945097950187943e-07,0.0,128,0.1,128,1.0,1.0945097950187943e-07,5.791656898512798e-08,4.1643407711067226e-07
outcome_history,random_006,mech_task_holdout,96,-0.14449794108127545,-0.017270158223070414,-0.006397899149759878,0.002208863345536053,0.22463627275531192,0.16666666666666666,-1.203316266677115,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,3.5866740588641477e-07
outcome_history,random_007,mech_pair_test,128,-0.06926259961604231,-0.021485598654054538,-0.005105549090834525,0.0043226888897996375,0.3479386803958431,0.1796875,-0.08622838739231178,1.0236258474183302e-07,0.0,128,0.1,128,1.0,1.0236258474183302e-07,3.231657885738315e-08,4.1643407711067226e-07
outcome_history,random_007,mech_task_holdout,96,-0.08462347483193544,-0.016309948022086435,-0.0056544179541979794,-0.01467228294206959,0.21868141559742915,0.125,-2.1369876134368506,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.611606761022017e-08,4.96632786561868e-07
outcome_history,random_008,mech_pair_test,128,0.0026663092725901505,0.10051099118570138,0.022591303405149584,-0.0014277854514678045,0.33603210216519735,0.1875,-0.06308372228143873,1.3222225225817397e-07,0.0,128,0.1,128,1.0,1.3222225225817397e-07,7.060649420687071e-08,4.1643407711067226e-07
outcome_history,random_008,mech_task_holdout,96,-0.12525161556320086,-0.07432063155425073,-0.024014165836714407,-0.006692082809095375,0.2227394788777869,0.11458333333333333,-1.3082627774593096,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,3.5866740588641477e-07
outcome_history,random_009,mech_pair_test,128,-0.0867540208083657,-0.090295196788727,-0.01926165576852618,0.003746202062955527,0.3507729955875911,0.125,-0.1159746284339632,9.45951300623804e-08,0.0,128,0.1,128,1.0,9.45951300623804e-08,3.231657885738315e-08,3.415894632707861e-07
outcome_history,random_009,mech_task_holdout,96,-0.16904137027055666,-0.1384925854052133,-0.04401228538471147,-0.004021445138806294,0.22703212642262577,0.10416666666666667,-1.3567105192779458,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,3.5866740588641477e-07
outcome_history,random_010,mech_pair_test,128,-0.08597961132104004,-0.10033595595220475,-0.02231297416033499,-0.0014713668840168317,0.35064799474102193,0.1328125,-0.13860839886557474,1.0236258474183302e-07,0.0,128,0.1,128,1.0,1.0236258474183302e-07,3.231657885738315e-08,3.4668531390114055e-07
outcome_history,random_010,mech_task_holdout,96,-0.19232575487260717,-0.18466948804855798,-0.060707221069277034,-0.010261298877149222,0.22928193550248557,0.11458333333333333,-1.2797425965384088,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,3.931587510552781e-07
outcome_history,random_011,mech_pair_test,128,-0.026001941158967146,0.09855405043985326,0.024083932415793752,0.010454719070378373,0.3408274890356266,0.2265625,-0.05163616773626818,1.0236258474183302e-07,0.0,128,0.1,128,1.0,1.0236258474183302e-07,5.791656898512798e-08,4.909410021847194e-07
outcome_history,random_011,mech_task_holdout,96,-0.16968495207268486,-0.010544263179847054,-0.004111709104042402,0.007558452190507422,0.22709461079856072,0.1875,-2.6234491303872063,2.2830254037264908e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,4.994517993350822e-07
outcome_history,random_012,mech_pair_test,128,-0.007841359829254824,0.06724066269243602,0.016096413209569376,-0.006046581992394059,0.3377976409339533,0.1875,-0.09926934478150504,1.0945097950187943e-07,0.0,128,0.1,128,1.0,1.0945097950187943e-07,5.791656898512798e-08,4.1643407711067226e-07
outcome_history,random_012,mech_task_holdout,96,-0.16667534176372856,-0.11302015630078308,-0.03862955193946406,-0.006293031944824957,0.22680226434734338,0.13541666666666666,-1.5480265753751732,2.2830254037264908e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,3.5866740588641477e-07
outcome_history,random_013,mech_pair_test,128,-0.03685346199227091,0.08932693143151188,0.02329409920177878,0.011344629924606437,0.34262513118835136,0.2421875,-0.05401774677963703,1.549935250144685e-07,0.0,128,0.1,128,1.0,1.549935250144685e-07,5.791656898512798e-08,4.909410021847194e-07
outcome_history,random_013,mech_task_holdout,96,-0.1250778828857424,-0.020967533190786345,-0.007753318467552925,-0.005687383169578729,0.2227222833371286,0.1875,-1.3340079156681375,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,4.96632786561868e-07
outcome_history,random_014,mech_pair_test,128,-0.029439156598773497,0.04622091938311239,0.010526492220525163,0.002131411218601361,0.34139791582551404,0.1796875,-0.06585430542857565,1.0945097950187943e-07,0.0,128,0.1,128,1.0,1.0945097950187943e-07,5.791656898512798e-08,4.1643407711067226e-07
outcome_history,random_014,mech_task_holdout,96,-0.14001401895574683,-0.03171220284033455,-0.011910936193241812,-0.004642184175383195,0.2241958001214006,0.16666666666666666,-2.425076067928924,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.563810310890929e-08,4.994517993350822e-07
outcome_history,random_015,mech_pair_test,128,-0.008927129219061802,0.11932198877960615,0.030152301750253612,0.006237660023958671,0.3379795503216066,0.234375,-0.09397568030360756,1.0945097950187943e-07,0.0,128,0.1,128,1.0,1.0945097950187943e-07,5.791656898512798e-08,4.909410021847194e-07
outcome_history,random_015,mech_task_holdout,96,-0.1588792960875849,-0.10229319175816064,-0.034385097409021625,-0.004728698936559696,0.22604321660982893,0.125,-1.1069219958996062,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,1.0590042776037478e-07,8.420420960497665e-08,4.96632786561868e-07
outcome_history,random_016,mech_pair_test,128,0.012892199401208337,0.16758002841816844,0.04431691800408216,0.006815080426099439,0.33430495660615817,0.28125,-0.014425953719879314,1.0945097950187943e-07,0.0,128,0.1,128,1.0,1.0945097950187943e-07,6.743401290143503e-08,0.5111519391517714
outcome_history,random_016,mech_task_holdout,96,-0.06614022266134345,0.09030253855668496,0.032453378162384666,0.004609344908649426,0.21681011555163643,0.19791666666666666,-2.3571500484954266,3.5070465298492337e-07,0.0,96,0.1,64,0.6666666666666666,3.5070465298492337e-07,8.611606761022017e-08,4.96632786561868e-07
outcome_history,random_017,mech_pair_test,128,-0.08389845426325304,-0.09048635908878047,-0.02130908410205284,-0.004290918820988223,0.3503118450106868,0.15625,-0.16591257491175765,1.0236258474183302e-07,0.0,128,0.1,128,1.0,1.0236258474183302e-07,3.231657885738315e-08,3.4668531390114055e-07
outcome_history,random_017,mech_task_holdout,96,-0.08776842684909303,-0.011091939232719679,-0.003519083268445128,-0.00412368157727076,0.21899822818514156,0.13541666666666666,-1.4510005883335495,3.5866740588641477e-07,0.0,96,0.1,64,0.6666666666666666,3.5070465298492337e-07,8.611606761022017e-08,4.96632786561868e-07
outcome_history,random_018,mech_pair_test,128,-0.08113320147301684,-0.09104230783871146,-0.020968416773155186,-0.004253544620731876,0.34986470006261583,0.125,-0.17277966812867257,1.0236258474183302e-07,0.0,128,0.1,128,1.0,1.0236258474183302e-07,3.231657885738315e-08,3.428634259283747e-07
outcome_history,random_018,mech_task_holdout,96,-0.06628096215363799,0.0009746090543582641,0.00032169540032285287,-0.013000956924349178,0.2168244254604022,0.14583333333333334,-1.3866686989403465,3.5866740588641477e-07,0.0,96,0.1,64,0.6666666666666666,2.2830254037264908e-07,8.611606761022017e-08,4.994517993350822e-07
outcome_history,random_019,mech_pair_test,128,0.002360204467360405,0.1267228463106663,0.02952390477438978,0.004215594352446627,0.3360836662258235,0.203125,-0.01295617348195631,1.549935250144685e-07,0.0,128,0.1,128,1.0,1.549935250144685e-07,7.060649420687071e-08,4.1643407711067226e-07
outcome_history,random_019,mech_task_holdout,96,-0.03798390733606616,0.088957910013674,0.02770499536950146,0.00171179264085201,0.2139280275185632,0.14583333333333334,-0.9069482891261661,3.5866740588641477e-07,0.0,96,0.1,64,0.6666666666666666,2.2830254037264908e-07,8.611606761022017e-08,4.96632786561868e-07
