theory,method,split,n,analysis_role,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,mean_cfr,median_cfr,fraction_behavioral_effect_recovered,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
dual_history,frozen,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.8944281524926686,0.9534913439378103,0.7938004525479577,0.03141188798795935,0.1988737822087165,0.984375,-48827.23193770847,0.9661111118700247,1.0,128,0.1,127,0.9921875,0.9722222227160494,0.8888888908641975,1.0
dual_history,frozen,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.8705281090289608,0.9238783081193881,0.85255143433671,-0.0033622142247924183,0.11121956512532616,0.8541666666666666,-113931.5536000523,1.0,1.0,96,0.1,88,0.9166666666666666,1.0,0.7500000399999935,1.0
dual_history,random_000,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.03779732811990877,0.22005616362202368,0.023772893866973493,0.006442772716648981,0.6003945642762766,0.203125,0.017891391752815358,3.999999842463353e-08,0.0,128,0.1,127,0.9921875,3.999999842463353e-08,1.777777758338317e-08,1.599999742696312e-07
dual_history,random_000,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,-0.047700170357751315,0.008158933827552962,0.0019970460360716363,-0.00023662915271161272,0.31638213642682167,0.16666666666666666,-32552.218327178733,1.599999742696312e-07,0.0,96,0.1,88,0.9166666666666666,1.599999742696312e-07,3.999999842463353e-08,6.399995905459477e-07
dual_history,random_001,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.013359400456174675,0.10112740172335849,0.011837647777968955,0.012013260528417792,0.6079711393232412,0.203125,-0.007085133798550143,3.999999842463353e-08,0.0,128,0.1,127,0.9921875,3.999999842463353e-08,1.777777758338317e-08,1.599999742696312e-07
dual_history,random_001,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.020442930153321992,0.15597798734721938,0.0381519003141187,-0.0019164361049281216,0.30592031574142525,0.1875,-48828.19619177993,1.599999742696312e-07,0.0,96,0.1,88,0.9166666666666666,1.599999742696312e-07,7.111110600366288e-08,6.399995905459477e-07
dual_history,random_002,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.054089279895731535,0.2952851227686764,0.03386147717612129,-0.0019510030794835517,0.5952899437983982,0.21875,0.015537853947770484,3.999999842463353e-08,0.0,128,0.1,127,0.9921875,3.999999842463353e-08,1.777777758338317e-08,3.9999978240778944e-07
dual_history,random_002,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.015332197614991494,0.1655657866085139,0.03983690790705417,-0.0060223419525285505,0.3067173305069887,0.20833333333333334,-48828.053613749384,1.599999742696312e-07,0.0,96,0.1,88,0.9166666666666666,1.599999742696312e-07,7.111110600366288e-08,6.399995905459477e-07
dual_history,random_003,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.06288693385467581,0.3352218310699435,0.040485320443507264,-0.011121712798991136,0.5925151633080794,0.25,0.025730256315941433,7.111110600366288e-08,0.0,128,0.1,127,0.9921875,7.111110600366288e-08,2.5599999342595936e-08,6.399995905459477e-07
dual_history,random_003,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.01873935264054516,0.19354055945084417,0.049614112458654894,-0.009785005512679162,0.30618621784789724,0.25,-32552.129264416726,1.599999742696312e-07,0.0,96,0.1,88,0.9166666666666666,1.599999742696312e-07,7.111110600366288e-08,6.399995905459477e-07
dual_history,random_004,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.02802215705441513,0.18061128868375356,0.020711388952384863,-0.0011933319806549873,0.603436609916485,0.1796875,-0.03975574298428471,3.999999842463353e-08,0.0,128,0.1,127,0.9921875,3.999999842463353e-08,1.777777758338317e-08,1.599999742696312e-07
dual_history,random_004,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.022146507666098825,0.1689978774813519,0.042041979571883215,-0.0036794533086476197,0.3056541823150252,0.22916666666666666,-48828.119886851004,1.599999742696312e-07,0.0,96,0.1,88,0.9166666666666666,1.599999742696312e-07,7.111110600366288e-08,6.399995905459477e-07
dual_history,random_005,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.01401107852720751,0.13273786175450342,0.014513896201627841,-0.009625312378804724,0.6077703230867726,0.15625,-0.08143607816367027,3.2799998883614734e-08,0.0,128,0.1,127,0.9921875,2.5599999342595936e-08,1.5419501009361625e-08,1.599999742696312e-07
dual_history,random_005,mech_task_holdout,96,secondary natural-effect diagnostic; not original cognitive-target endpoint,-0.05110732538330498,-0.04469843951780771,-0.009777204551600756,0.0037626635601506106,0.31689616135783866,0.17708333333333334,-32552.100115429017,1.599999742696312e-07,0.0,96,0.1,88,0.9166666666666666,1.599999742696312e-07,7.111110600366288e-08,6.399995905459477e-07
dual_history,random_006,mech_pair_test,128,secondary natural-effect diagnostic; not original cognitive-target endpoint,0.03128054740957964,0.19090309250904175,0.02397322724225698,-0.003334394928997229,0.6024243015205313,0.234375,-0.040621614033071504,3.999999842463353e-08,0.0,128,0.1,127,0.9921875,3.999999842463353e-08,1.777777758338317e-08,6.399995905459477e-07
